y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
6,65,24,3,MD,Anne Arundel County,24,45,1405
6,65,26,99,MI,Macomb County,24,54,1534
6,65,37,183,NC,Wake County,24,47,1650
6,65,39,61,OH,Hamilton County,24,36,1756
6,65,49,11,UT,Davis County,24,55,1431
6,65,51,153,VA,Prince William County,24,59,1936
6,65,12,103,FL,Pinellas County,23,43,1741
6,65,34,3,NJ,Bergen County,23,38,1398
6,65,6,51,CA,Mono County,22,36,2630
6,65,20,91,KS,Johnson County,22,47,2132
6,65,25,9,MA,Essex County,22,42,2279
6,65,34,23,NJ,Middlesex County,22,35,2556
6,65,47,125,TN,Montgomery County,22,42,965
6,65,51,710,VA,Norfolk city,22,50,1280
6,65,8,69,CO,Larimer County,21,41,572
6,65,12,9,FL,Brevard County,21,34,1847
6,65,12,71,FL,Lee County,21,32,1169
6,65,49,57,UT,Weber County,21,34,707
6,65,4,3,AZ,Cochise County,20,38,588
6,65,17,89,IL,Kane County,20,37,3276
6,65,29,95,MO,Jackson County,20,32,821
6,65,58,0,SS,Other flows - Same State,155,250,8184
6,65,59,0,DS,Other flows - Different State,4635,8196,345244
6,65,59,1,DS,Other flows - Northeast,683,1124,63369
6,65,59,3,DS,Other flows - Midwest,1105,1930,83065
6,65,59,5,DS,Other flows - South,1940,3644,124819
6,65,59,7,DS,Other flows - West,907,1498,73991
6,65,57,9,FR,Foreign - Other flows,-1,-1,-1
6,67,96,0,CA,Sacramento County Total Migration-US and Foreign,32870,53864,2713241
6,67,97,0,CA,Sacramento County Total Migration-US,32788,53736,2708673
6,67,97,1,CA,Sacramento County Total Migration-Same State,25155,41138,1975815
6,67,97,3,CA,Sacramento County Total Migration-Different State,7633,12598,732857
6,67,98,0,CA,Sacramento County Total Migration-Foreign,82,128,4569
6,67,6,67,CA,Sacramento County Non-migrants,602380,1201657,52359023
6,67,6,61,CA,Placer County,3414,5509,271055
6,67,6,113,CA,Yolo County,2143,3400,133516
6,67,6,1,CA,Alameda County,1961,3521,200792
6,67,6,85,CA,Santa Clara County,1852,3434,226230
6,67,6,77,CA,San Joaquin County,1724,2967,105557
6,67,6,37,CA,Los Angeles County,1391,2069,102934
6,67,6,13,CA,Contra Costa County,1356,2278,114624
6,67,6,17,CA,El Dorado County,1354,2173,114448
6,67,6,95,CA,Solano County,1236,2018,76759
6,67,6,81,CA,San Mateo County,835,1464,96124
6,67,6,75,CA,San Francisco County,740,1177,77439
6,67,6,73,CA,San Diego County,650,982,43341
6,67,6,59,CA,Orange County,536,870,45692
6,67,6,99,CA,Stanislaus County,476,729,27507
6,67,6,19,CA,Fresno County,455,701,27112
6,67,6,97,CA,Sonoma County,390,596,30724
6,67,6,7,CA,Butte County,345,511,17818
6,67,6,115,CA,Yuba County,338,607,16378
6,67,32,3,NV,Clark County,328,591,15312
6,67,6,65,CA,Riverside County,314,496,18286
6,67,6,53,CA,Monterey County,310,464,21065
6,67,4,13,AZ,Maricopa County,294,455,17860
6,67,6,101,CA,Sutter County,290,508,14053
6,67,32,31,NV,Washoe County,276,436,16159
6,67,6,71,CA,San Bernardino County,249,429,16523
6,67,53,33,WA,King County,238,380,23930
6,67,6,57,CA,Nevada County,235,343,14057
6,67,6,47,CA,Merced County,217,356,10375
6,67,6,29,CA,Kern County,207,310,10069
6,67,6,89,CA,Shasta County,194,298,11426
6,67,6,87,CA,Santa Cruz County,179,254,12975
6,67,6,5,CA,Amador County,166,276,9753
6,67,6,107,CA,Tulare County,143,207,6995
6,67,6,79,CA,San Luis Obispo County,141,186,9341
6,67,41,51,OR,Multnomah County,135,184,9437
6,67,6,111,CA,Ventura County,130,200,8685
6,67,48,201,TX,Harris County,120,206,7480
6,67,6,41,CA,Marin County,119,192,11849
6,67,17,31,IL,Cook County,116,181,10458
6,67,6,83,CA,Santa Barbara County,115,162,9265
6,67,6,55,CA,Napa County,111,168,8805
6,67,15,3,HI,Honolulu County,108,211,6582
6,67,6,23,CA,Humboldt County,106,152,4553
6,67,36,81,NY,Queens County,96,132,5260
6,67,53,53,WA,Pierce County,82,154,4128
6,67,57,5,FR,Foreign - APO/FPO ZIPs,82,128,4569
6,67,41,67,OR,Washington County,77,125,6301
6,67,49,35,UT,Salt Lake County,75,120,6253
6,67,6,9,CA,Calaveras County,74,123,5404
6,67,48,113,TX,Dallas County,73,111,5888
6,67,48,453,TX,Travis County,71,117,9556
6,67,6,31,CA,Kings County,69,107,2584
6,67,8,41,CO,El Paso County,64,101,3798
6,67,48,29,TX,Bexar County,63,102,4466
6,67,6,45,CA,Mendocino County,60,90,3484
6,67,53,11,WA,Clark County,60,101,3433
6,67,4,19,AZ,Pima County,59,97,4410
6,67,6,33,CA,Lake County,59,92,3644
6,67,6,39,CA,Madera County,59,90,2280
6,67,16,1,ID,Ada County,57,100,4148
6,67,36,61,NY,New York County,56,82,7421
6,67,36,47,NY,Kings County,52,78,4282
6,67,8,31,CO,Denver County,51,75,3612
6,67,6,109,CA,Tuolumne County,50,69,2394
6,67,8,5,CO,Arapahoe County,49,104,3337
6,67,53,61,WA,Snohomish County,49,80,4360
6,67,6,103,CA,Tehama County,47,73,2361
6,67,48,439,TX,Tarrant County,46,87,2727
6,67,41,39,OR,Lane County,45,64,2270
6,67,6,11,CA,Colusa County,44,79,2167
6,67,11,1,DC,District of Columbia,44,57,5502
6,67,12,57,FL,Hillsborough County,43,62,3432
6,67,6,35,CA,Lassen County,40,65,1523
6,67,12,86,FL,Miami-Dade County,40,61,2649
6,67,27,53,MN,Hennepin County,40,67,3806
6,67,25,17,MA,Middlesex County,39,67,4132
6,67,6,93,CA,Siskiyou County,38,58,1789
6,67,13,121,GA,Fulton County,38,64,2879
6,67,41,29,OR,Jackson County,37,64,2143
6,67,42,101,PA,Philadelphia County,36,54,2760
6,67,51,59,VA,Fairfax County,36,48,2788
6,67,53,63,WA,Spokane County,36,54,1824
6,67,48,85,TX,Collin County,35,68,2789
6,67,6,21,CA,Glenn County,34,58,2315
6,67,25,25,MA,Suffolk County,34,44,2432
6,67,12,95,FL,Orange County,32,53,2330
6,67,37,183,NC,Wake County,32,56,2428
6,67,41,5,OR,Clackamas County,32,51,2248
6,67,6,69,CA,San Benito County,31,51,1918
6,67,8,59,CO,Jefferson County,31,59,2395
6,67,27,123,MN,Ramsey County,31,46,1215
6,67,39,49,OH,Franklin County,31,43,2001
6,67,12,11,FL,Broward County,30,44,2100
6,67,39,35,OH,Cuyahoga County,30,36,59411
6,67,2,20,AK,Anchorage Municipality,29,63,1119
6,67,6,25,CA,Imperial County,29,35,1422
6,67,15,9,HI,Maui County,29,48,2586
6,67,37,119,NC,Mecklenburg County,29,50,3142
6,67,49,49,UT,Utah County,29,55,1121
6,67,53,67,WA,Thurston County,29,47,2078
6,67,6,15,CA,Del Norte County,28,44,1399
6,67,6,63,CA,Plumas County,28,44,1499
6,67,13,135,GA,Gwinnett County,28,54,1331
6,67,42,3,PA,Allegheny County,26,47,1953
6,67,35,1,NM,Bernalillo County,25,37,2310
6,67,41,3,OR,Benton County,25,28,925
6,67,48,491,TX,Williamson County,25,55,3222
6,67,8,1,CO,Adams County,24,59,1172
6,67,13,89,GA,DeKalb County,24,45,1669
6,67,15,1,HI,Hawaii County,24,37,1188
6,67,26,125,MI,Oakland County,24,38,2211
6,67,18,97,IN,Marion County,23,32,989
6,67,47,37,TN,Davidson County,23,35,1515
6,67,48,141,TX,El Paso County,23,41,913
6,67,53,35,WA,Kitsap County,23,35,1494
6,67,8,13,CO,Boulder County,21,26,1758
6,67,12,99,FL,Palm Beach County,21,31,1843
6,67,22,71,LA,Orleans Parish,21,32,1243
6,67,32,19,NV,Lyon County,21,31,1040
6,67,41,17,OR,Deschutes County,21,33,1847
6,67,48,121,TX,Denton County,21,38,1656
6,67,48,157,TX,Fort Bend County,21,45,1688
6,67,8,35,CO,Douglas County,20,35,1768
6,67,16,27,ID,Canyon County,20,45,1086
6,67,21,111,KY,Jefferson County,20,42,1769
6,67,24,5,MD,Baltimore County,20,46,2191
6,67,32,5,NV,Douglas County,20,29,2763
6,67,37,51,NC,Cumberland County,20,35,836
6,67,58,0,SS,Other flows - Same State,43,55,2452
6,67,59,0,DS,Other flows - Different State,3457,5755,218606
6,67,59,1,DS,Other flows - Northeast,561,897,44179
6,67,59,3,DS,Other flows - Midwest,843,1382,51861
6,67,59,5,DS,Other flows - South,1439,2481,88974
6,67,59,7,DS,Other flows - West,614,995,33592
6,67,57,9,FR,Foreign - Other flows,-1,-1,-1
6,69,96,0,CA,San Benito County Total Migration-US and Foreign,2011,3810,195130
6,69,97,0,CA,San Benito County Total Migration-US,2011,3810,195130
6,69,97,1,CA,San Benito County Total Migration-Same State,1842,3519,184119
6,69,97,3,CA,San Benito County Total Migration-Different State,169,291,11011
6,69,6,69,CA,San Benito County Non-migrants,25460,54702,2372407
6,69,6,85,CA,Santa Clara County,1053,2120,116316
6,69,6,53,CA,Monterey County,217,391,21764
6,69,6,87,CA,Santa Cruz County,164,313,12322
6,69,6,1,CA,Alameda County,60,112,9011
6,69,6,47,CA,Merced County,53,105,2491
6,69,6,81,CA,San Mateo County,29,50,3989
6,69,6,19,CA,Fresno County,23,32,1098
6,69,6,77,CA,San Joaquin County,21,27,1116
6,69,6,37,CA,Los Angeles County,20,32,1679
6,69,6,73,CA,San Diego County,20,35,1002
6,69,58,0,SS,Other flows - Same State,182,302,13332
6,69,59,0,DS,Other flows - Different State,169,291,11011
6,69,59,1,DS,Other flows - Northeast,-1,-1,-1
6,69,59,3,DS,Other flows - Midwest,29,60,1930
6,69,59,5,DS,Other flows - South,50,90,3189
6,69,59,7,DS,Other flows - West,90,141,5892
6,69,57,9,FR,Foreign - Other flows,-1,-1,-1
6,71,96,0,CA,San Bernardino County Total Migration-US and Foreign,49508,92393,3019550
6,71,97,0,CA,San Bernardino County Total Migration-US,49284,91922,3007255
6,71,97,1,CA,San Bernardino County Total Migration-Same State,39143,73496,2444495
6,71,97,3,CA,San Bernardino County Total Migration-Different State,10141,18426,562761
6,71,98,0,CA,San Bernardino County Total Migration-Foreign,224,471,12295
6,71,6,71,CA,San Bernardino County Non-migrants,796652,1650769,55510024
6,71,6,37,CA,Los Angeles County,20446,39796,1292375
6,71,6,65,CA,Riverside County,10126,18863,557249
6,71,6,59,CA,Orange County,3786,6797,291402
6,71,6,73,CA,San Diego County,1344,2337,81754
6,71,32,3,NV,Clark County,871,1625,38919
6,71,4,13,AZ,Maricopa County,546,920,26596
6,71,6,29,CA,Kern County,389,729,19923
6,71,6,111,CA,Ventura County,302,490,22247
6,71,6,1,CA,Alameda County,274,459,26922
6,71,6,67,CA,Sacramento County,254,423,12712
6,71,6,85,CA,Santa Clara County,234,373,23560
6,71,57,5,FR,Foreign - APO/FPO ZIPs,224,471,12295
6,71,4,15,AZ,Mohave County,207,380,8314
6,71,53,33,WA,King County,171,304,14675
6,71,6,19,CA,Fresno County,169,272,8812
6,71,15,3,HI,Honolulu County,168,311,8507
6,71,6,13,CA,Contra Costa County,149,259,11640
6,71,48,201,TX,Harris County,141,249,8534
6,71,17,31,IL,Cook County,139,238,9429
6,71,48,141,TX,El Paso County,133,295,6014
6,71,6,83,CA,Santa Barbara County,132,211,7558
6,71,53,53,WA,Pierce County,132,267,7590
6,71,6,77,CA,San Joaquin County,119,210,7653
6,71,6,25,CA,Imperial County,118,200,3988
6,71,6,75,CA,San Francisco County,116,164,11391
6,71,6,81,CA,San Mateo County,113,196,10185
6,71,8,41,CO,El Paso County,109,252,6153
6,71,48,29,TX,Bexar County,107,216,6424
6,71,6,79,CA,San Luis Obispo County,97,145,5725
6,71,48,439,TX,Tarrant County,95,199,7237
6,71,6,107,CA,Tulare County,89,160,5411
6,71,4,19,AZ,Pima County,88,149,3594
6,71,37,133,NC,Onslow County,87,238,5527
6,71,36,81,NY,Queens County,86,134,3716
6,71,6,99,CA,Stanislaus County,84,151,5182
6,71,48,113,TX,Dallas County,82,145,3677
6,71,49,35,UT,Salt Lake County,79,136,3525
6,71,48,27,TX,Bell County,78,183,6593
6,71,32,31,NV,Washoe County,73,117,3452
6,71,41,51,OR,Multnomah County,72,106,3174
6,71,6,53,CA,Monterey County,71,125,3546
6,71,6,31,CA,Kings County,68,104,1863
6,71,53,61,WA,Snohomish County,67,115,4658
6,71,6,39,CA,Madera County,58,79,880
6,71,6,47,CA,Merced County,58,102,2456
6,71,36,47,NY,Kings County,58,83,5168
6,71,6,95,CA,Solano County,53,95,3476
6,71,8,31,CO,Denver County,52,76,3263
6,71,12,11,FL,Broward County,52,89,2509
6,71,37,51,NC,Cumberland County,51,125,2384
6,71,4,21,AZ,Pinal County,50,98,2085
6,71,36,61,NY,New York County,50,68,2995
6,71,6,97,CA,Sonoma County,49,84,3460
6,71,41,67,OR,Washington County,49,76,2518
6,71,12,86,FL,Miami-Dade County,46,69,2206
6,71,49,49,UT,Utah County,46,90,2070
6,71,8,5,CO,Arapahoe County,45,85,2328
6,71,12,57,FL,Hillsborough County,44,90,2670
6,71,53,67,WA,Thurston County,44,101,3012
6,71,6,61,CA,Placer County,43,71,2995
6,71,48,85,TX,Collin County,43,75,2526
6,71,48,453,TX,Travis County,43,64,2851
6,71,13,215,GA,Muscogee County,42,100,2341
6,71,53,63,WA,Spokane County,42,65,3121
6,71,25,17,MA,Middlesex County,41,66,2903
6,71,35,1,NM,Bernalillo County,41,61,2704
6,71,48,491,TX,Williamson County,40,73,1776
6,71,4,27,AZ,Yuma County,39,79,1661
6,71,13,135,GA,Gwinnett County,39,68,2347
6,71,16,1,ID,Ada County,38,62,1334
6,71,4,25,AZ,Yavapai County,36,51,1787
6,71,24,31,MD,Montgomery County,36,69,2227
6,71,49,53,UT,Washington County,36,66,1605
6,71,6,87,CA,Santa Cruz County,35,54,2460
6,71,11,1,DC,District of Columbia,35,50,3634
6,71,8,1,CO,Adams County,34,56,1556
6,71,2,20,AK,Anchorage Municipality,33,71,1839
6,71,6,17,CA,El Dorado County,33,50,1848
6,71,34,17,NJ,Hudson County,33,70,2447
6,71,41,5,OR,Clackamas County,32,60,3174
6,71,6,7,CA,Butte County,31,40,1013
6,71,12,95,FL,Orange County,31,49,1761
6,71,17,43,IL,DuPage County,31,55,1982
6,71,47,125,TN,Montgomery County,31,71,1332
6,71,51,153,VA,Prince William County,31,62,1579
6,71,4,5,AZ,Coconino County,30,48,1349
6,71,6,23,CA,Humboldt County,30,43,949
6,71,6,113,CA,Yolo County,30,45,1631
6,71,19,153,IA,Polk County,30,53,1013
6,71,27,53,MN,Hennepin County,30,42,2368
6,71,48,121,TX,Denton County,30,52,2031
6,71,53,35,WA,Kitsap County,30,60,1872
6,71,36,45,NY,Jefferson County,29,70,1559
6,71,51,59,VA,Fairfax County,29,58,2313
6,71,53,11,WA,Clark County,29,44,1277
6,71,39,35,OH,Cuyahoga County,28,57,2022
6,71,13,89,GA,DeKalb County,27,39,1351
6,71,41,39,OR,Lane County,27,39,1099
6,71,42,101,PA,Philadelphia County,27,33,1233
6,71,4,3,AZ,Cochise County,26,50,2038
6,71,6,41,CA,Marin County,26,39,2347
6,71,6,89,CA,Shasta County,26,37,1216
6,71,12,99,FL,Palm Beach County,26,40,1057
6,71,13,121,GA,Fulton County,26,44,902
6,71,40,109,OK,Oklahoma County,26,56,1173
6,71,4,12,AZ,La Paz County,25,51,1012
6,71,36,59,NY,Nassau County,25,45,1658
6,71,8,69,CO,Larimer County,24,45,1104
6,71,13,67,GA,Cobb County,24,37,2005
6,71,20,91,KS,Johnson County,24,47,2583
6,71,37,119,NC,Mecklenburg County,24,36,777
6,71,48,157,TX,Fort Bend County,24,45,1467
6,71,51,810,VA,Virginia Beach city,24,49,1441
6,71,2,90,AK,Fairbanks North Star Borough,23,43,1073
6,71,5,119,AR,Pulaski County,23,45,572
6,71,36,103,NY,Suffolk County,23,37,1595
6,71,39,49,OH,Franklin County,23,33,1790
6,71,6,55,CA,Napa County,22,39,1243
6,71,8,123,CO,Weld County,22,37,1209
6,71,17,97,IL,Lake County,22,42,1581
6,71,17,197,IL,Will County,22,41,1250
6,71,20,61,KS,Geary County,22,53,1171
6,71,24,33,MD,Prince George's County,22,43,1340
6,71,31,55,NE,Douglas County,22,38,788
6,71,47,37,TN,Davidson County,22,27,925
6,71,55,79,WI,Milwaukee County,22,35,896
6,71,12,31,FL,Duval County,21,42,983
6,71,26,163,MI,Wayne County,21,34,1176
6,71,36,5,NY,Bronx County,21,37,1054
6,71,42,3,PA,Allegheny County,21,36,1097
6,71,47,157,TN,Shelby County,21,42,2022
6,71,49,57,UT,Weber County,21,32,751
6,71,16,27,ID,Canyon County,20,39,786
6,71,20,173,KS,Sedgwick County,20,35,468
6,71,27,123,MN,Ramsey County,20,25,956
6,71,41,17,OR,Deschutes County,20,41,1349
6,71,51,13,VA,Arlington County,20,38,1583
6,71,58,0,SS,Other flows - Same State,169,254,7424
6,71,59,0,DS,Other flows - Different State,4078,7339,231640
6,71,59,1,DS,Other flows - Northeast,546,901,39800
6,71,59,3,DS,Other flows - Midwest,908,1646,53891
6,71,59,5,DS,Other flows - South,1817,3324,96863
6,71,59,7,DS,Other flows - West,807,1468,41086
6,71,57,9,FR,Foreign - Other flows,-1,-1,-1
6,73,96,0,CA,San Diego County Total Migration-US and Foreign,70260,112882,7270152
6,73,97,0,CA,San Diego County Total Migration-US,68620,109348,7161459
6,73,97,1,CA,San Diego County Total Migration-Same State,30094,46582,3506712
6,73,97,3,CA,San Diego County Total Migration-Different State,38526,62766,3654747
6,73,98,0,CA,San Diego County Total Migration-Foreign,1640,3534,108693
6,73,6,73,CA,San Diego County Non-migrants,1343640,2626129,156122603
6,73,6,37,CA,Los Angeles County,6638,9731,892433
6,73,6,65,CA,Riverside County,4956,8464,367339
6,73,6,59,CA,Orange County,3940,5939,407796
6,73,6,85,CA,Santa Clara County,1755,2882,405585
6,73,6,71,CA,San Bernardino County,1692,2760,123796
6,73,4,13,AZ,Maricopa County,1653,2618,139836
6,73,57,5,FR,Foreign - APO/FPO ZIPs,1612,3484,102361
6,73,32,3,NV,Clark County,1133,1802,108398
6,73,6,1,CA,Alameda County,1106,1684,175316
6,73,53,33,WA,King County,1076,1666,228613
6,73,6,75,CA,San Francisco County,1047,1396,223591
6,73,17,31,IL,Cook County,939,1349,128638
6,73,6,67,CA,Sacramento County,847,1196,63058
6,73,15,3,HI,Honolulu County,836,1667,57968
6,73,6,111,CA,Ventura County,783,1197,69958
6,73,6,13,CA,Contra Costa County,715,1161,118784
6,73,6,81,CA,San Mateo County,640,1085,173874
6,73,6,25,CA,Imperial County,627,1087,36186
6,73,6,83,CA,Santa Barbara County,525,695,42314
6,73,48,201,TX,Harris County,483,838,43294
6,73,6,29,CA,Kern County,474,743,27053
6,73,36,61,NY,New York County,431,579,71555
6,73,6,19,CA,Fresno County,419,673,37754
6,73,4,19,AZ,Pima County,408,661,33268
6,73,25,17,MA,Middlesex County,402,617,48363
6,73,37,133,NC,Onslow County,391,961,22295
6,73,51,810,VA,Virginia Beach city,366,764,23378
6,73,48,453,TX,Travis County,362,534,59461
6,73,8,31,CO,Denver County,350,447,35057
6,73,41,51,OR,Multnomah County,339,466,38571
6,73,48,29,TX,Bexar County,339,601,17861
6,73,49,35,UT,Salt Lake County,333,558,30433
6,73,6,53,CA,Monterey County,327,529,28478
6,73,36,47,NY,Kings County,326,456,64905
6,73,25,25,MA,Suffolk County,319,371,37365
6,73,48,113,TX,Dallas County,311,472,27566
6,73,51,59,VA,Fairfax County,305,583,38672
6,73,6,77,CA,San Joaquin County,302,475,20464
6,73,6,79,CA,San Luis Obispo County,292,393,28051
6,73,6,97,CA,Sonoma County,283,388,26992
6,73,53,61,WA,Snohomish County,281,546,23610
6,73,12,31,FL,Duval County,275,526,15949
6,73,12,33,FL,Escambia County,269,424,13756
6,73,53,35,WA,Kitsap County,258,562,19798
6,73,6,61,CA,Placer County,257,412,29059
6,73,17,97,IL,Lake County,253,490,18781
6,73,27,53,MN,Hennepin County,251,350,25168
6,73,11,1,DC,District of Columbia,247,319,27392
6,73,24,31,MD,Montgomery County,247,445,39570
6,73,12,86,FL,Miami-Dade County,238,352,30084
6,73,48,439,TX,Tarrant County,233,414,16187
6,73,51,710,VA,Norfolk city,230,435,14446
6,73,8,41,CO,El Paso County,221,382,14920
6,73,36,81,NY,Queens County,220,307,18198
6,73,4,27,AZ,Yuma County,219,431,12625
6,73,6,99,CA,Stanislaus County,217,323,14535
6,73,53,53,WA,Pierce County,213,369,14616
6,73,42,101,PA,Philadelphia County,212,279,18853
6,73,6,87,CA,Santa Cruz County,210,271,18703
6,73,6,95,CA,Solano County,209,307,13843
6,73,32,31,NV,Washoe County,204,281,16341
6,73,48,85,TX,Collin County,185,361,26712
6,73,6,113,CA,Yolo County,184,246,11058
6,73,12,11,FL,Broward County,184,271,18456
6,73,45,13,SC,Beaufort County,184,401,12881
6,73,6,31,CA,Kings County,182,351,8053
6,73,48,141,TX,El Paso County,180,319,10956
6,73,6,41,CA,Marin County,178,288,47637
6,73,13,121,GA,Fulton County,173,239,28813
6,73,39,49,OH,Franklin County,172,245,13893
6,73,41,67,OR,Washington County,170,297,17745
6,73,8,5,CO,Arapahoe County,165,245,12707
6,73,35,1,NM,Bernalillo County,160,257,11022
6,73,12,99,FL,Palm Beach County,159,241,14642
6,73,36,103,NY,Suffolk County,157,225,10961
6,73,51,13,VA,Arlington County,152,215,19849
6,73,6,107,CA,Tulare County,151,259,8462
6,73,26,125,MI,Oakland County,149,222,21439
6,73,6,17,CA,El Dorado County,145,212,14904
6,73,12,95,FL,Orange County,145,198,8307
6,73,12,57,FL,Hillsborough County,144,240,10533
6,73,24,3,MD,Anne Arundel County,144,260,10492
6,73,37,183,NC,Wake County,144,211,12768
6,73,16,1,ID,Ada County,139,226,11193
6,73,51,550,VA,Chesapeake city,139,313,9736
6,73,42,3,PA,Allegheny County,138,192,17142
6,73,17,43,IL,DuPage County,136,222,13054
6,73,47,37,TN,Davidson County,132,182,9959
6,73,8,59,CO,Jefferson County,131,183,11430
6,73,51,153,VA,Prince William County,131,299,11396
6,73,48,121,TX,Denton County,128,228,12214
6,73,6,7,CA,Butte County,126,168,6876
6,73,36,59,NY,Nassau County,126,173,11889
6,73,12,113,FL,Santa Rosa County,121,186,8603
6,73,8,13,CO,Boulder County,120,177,12558
6,73,24,510,MD,Baltimore city,118,143,10280
6,73,47,157,TN,Shelby County,117,252,9608
6,73,48,491,TX,Williamson County,117,220,10710
6,73,55,25,WI,Dane County,116,162,8115
6,73,53,63,WA,Spokane County,115,193,7162
6,73,34,17,NJ,Hudson County,113,165,17238
6,73,34,23,NJ,Middlesex County,113,162,9258
6,73,25,21,MA,Norfolk County,111,157,12096
6,73,34,3,NJ,Bergen County,111,183,16374
6,73,6,47,CA,Merced County,109,168,4468
6,73,41,39,OR,Lane County,108,145,5965
6,73,49,49,UT,Utah County,107,215,9163
6,73,26,161,MI,Washtenaw County,106,143,8297
6,73,4,25,AZ,Yavapai County,105,154,8759
6,73,39,35,OH,Cuyahoga County,105,167,10102
6,73,9,190,CT,Western Connecticut Planning Regi,104,154,17299
6,73,26,163,MI,Wayne County,104,158,7310
6,73,45,15,SC,Berkeley County,104,190,6933
6,73,6,23,CA,Humboldt County,103,137,8518
6,73,51,107,VA,Loudoun County,102,182,10570
6,73,53,29,WA,Island County,102,215,5941
6,73,37,119,NC,Mecklenburg County,101,141,8764
6,73,24,33,MD,Prince George's County,100,153,7198
6,73,36,119,NY,Westchester County,100,152,22857
6,73,53,11,WA,Clark County,100,154,8262
6,73,9,110,CT,Capitol Planning Region,99,145,6500
6,73,44,5,RI,Newport County,99,259,10883
6,73,8,69,CO,Larimer County,98,150,10023
6,73,36,5,NY,Bronx County,97,151,4957
6,73,26,99,MI,Macomb County,96,165,4346
6,73,9,170,CT,South Central Connecticut Plannin,93,130,7131
6,73,15,9,HI,Maui County,91,140,6610
6,73,55,79,WI,Milwaukee County,90,121,5255
6,73,4,21,AZ,Pinal County,89,172,4978
6,73,6,89,CA,Shasta County,89,131,5190
6,73,15,1,HI,Hawaii County,89,143,11006
6,73,25,9,MA,Essex County,89,111,9247
6,73,29,189,MO,St. Louis County,89,140,9960
6,73,13,89,GA,DeKalb County,87,126,5838
6,73,39,61,OH,Hamilton County,87,119,7094
6,73,45,19,SC,Charleston County,87,120,7012
6,73,51,179,VA,Stafford County,87,217,6970
6,73,51,510,VA,Alexandria city,87,141,12662
6,73,8,35,CO,Douglas County,86,130,7196
6,73,42,91,PA,Montgomery County,86,135,9492
6,73,41,5,OR,Clackamas County,85,145,9013
6,73,4,15,AZ,Mohave County,84,139,6340
6,73,20,91,KS,Johnson County,84,123,7400
6,73,37,49,NC,Craven County,81,200,4999
6,73,48,355,TX,Nueces County,81,134,5924
6,73,12,103,FL,Pinellas County,78,109,6012
6,73,18,97,IN,Marion County,77,118,3929
6,73,29,95,MO,Jackson County,77,116,5437
6,73,31,55,NE,Douglas County,77,108,5129
6,73,34,25,NJ,Monmouth County,77,107,6167
6,73,34,27,NJ,Morris County,77,127,11041
6,73,8,1,CO,Adams County,76,137,5126
6,73,25,27,MA,Worcester County,75,115,8828
6,73,36,55,NY,Monroe County,74,109,5999
6,73,41,17,OR,Deschutes County,74,109,4448
6,73,6,55,CA,Napa County,73,97,6264
6,73,36,29,NY,Erie County,72,101,5184
6,73,24,5,MD,Baltimore County,71,98,5890
6,73,9,180,CT,Southeastern Connecticut Planning,70,146,4133
6,73,42,17,PA,Bucks County,70,110,10183
6,73,48,157,TX,Fort Bend County,70,113,7144
6,73,13,135,GA,Gwinnett County,69,112,3684
6,73,19,153,IA,Polk County,69,102,2877
6,73,6,39,CA,Madera County,68,100,2678
6,73,13,67,GA,Cobb County,67,111,7338
6,73,24,27,MD,Howard County,67,106,6991
6,73,17,197,IL,Will County,66,123,6331
6,73,27,123,MN,Ramsey County,65,97,7762
6,73,40,109,OK,Oklahoma County,65,112,4181
6,73,6,57,CA,Nevada County,64,95,6406
6,73,17,19,IL,Champaign County,64,106,4862
6,73,41,29,OR,Jackson County,64,104,5798
6,73,12,91,FL,Okaloosa County,63,113,4337
6,73,48,27,TX,Bell County,62,118,2755
6,73,49,11,UT,Davis County,62,112,3400
6,73,12,9,FL,Brevard County,61,94,4328
6,73,37,63,NC,Durham County,61,87,6399
6,73,40,143,OK,Tulsa County,61,92,2802
6,73,53,67,WA,Thurston County,60,93,5031
6,73,53,73,WA,Whatcom County,60,80,6478
6,73,4,5,AZ,Coconino County,59,72,2949
6,73,42,29,PA,Chester County,58,91,9442
6,73,34,13,NJ,Essex County,57,78,4863
6,73,21,111,KY,Jefferson County,56,87,4478
6,73,2,20,AK,Anchorage Municipality,55,88,3175
6,73,51,700,VA,Newport News city,55,102,2288
6,73,44,7,RI,Providence County,54,73,4332
6,73,12,19,FL,Clay County,53,121,3246
6,73,41,47,OR,Marion County,53,92,5866
6,73,22,71,LA,Orleans Parish,52,79,3290
6,73,26,81,MI,Kent County,52,75,5706
6,73,34,21,NJ,Mercer County,52,71,7423
6,73,12,71,FL,Lee County,51,75,3530
6,73,25,23,MA,Plymouth County,51,62,3781
6,73,28,47,MS,Harrison County,51,137,2600
6,73,48,339,TX,Montgomery County,51,96,4436
6,73,12,105,FL,Polk County,49,71,2217
6,73,16,55,ID,Kootenai County,49,79,3952
6,73,18,57,IN,Hamilton County,49,76,3225
6,73,36,67,NY,Onondaga County,49,63,3175
6,73,51,760,VA,Richmond city,49,63,4241
6,73,13,39,GA,Camden County,48,116,2459
6,73,18,157,IN,Tippecanoe County,48,54,4185
6,73,29,510,MO,St. Louis city,48,71,3025
6,73,35,13,NM,Doña Ana County,47,79,2332
