date,time,Station,District,Route,Direction of Travel,Lane Type,Station Length,Samples,% Observed,Total Flow,Avg Occupancy,Avg Speed,Delay (V_t=35),Delay (V_t=40),Delay (V_t=45),Delay (V_t=50),Delay (V_t=55),Delay (V_t=60)
02/07/2022,00:00:00,716078,7,10,E,ML,0.5,672,0,1589,0.0197,66.2,0,0,0,0,0,0
02/07/2022,00:00:00,716081,7,10,E,ML,0.19,448,100,998,0.0149,68.4,0,0,0,0,0,0
02/07/2022,00:00:00,716084,7,10,W,ML,0.34,446,100,804,0.013,67,0,0,0,0,0,0
02/07/2022,00:00:00,716085,7,10,E,ML,0.38,448,100,1160,0.0203,69.2,0,0,0,0,0,0
02/07/2022,00:00:00,716087,7,10,E,ML,0.428,560,100,1361,0.0165,72,0,0,0,0,0,0
02/07/2022,00:00:00,716088,7,10,W,ML,0.29,448,100,1088,0.0181,67.7,0,0,0,0,0,0
02/07/2022,00:00:00,716091,7,10,W,ML,0.495,448,0,1699,0.0218,65.4,0,0,0,0,0,0
02/07/2022,00:00:00,716092,7,10,E,ML,0.446,448,100,1305,0.02,68.9,0,0,0,0,0,0
02/07/2022,00:00:00,716101,7,10,W,ML,0.38,337,75,1156,0.0221,66.9,0,0,0,0,0,0
02/07/2022,00:00:00,716126,7,10,E,ML,0.475,0,0,1116,0.0352,64.4,0,0,0,0,0,0
02/07/2022,00:00:00,716142,7,210,E,ML,0.8,448,100,1207,0.0205,68.1,0,0,0,0,0.1,0.2
02/07/2022,00:00:00,716143,7,210,E,ML,0.65,448,100,941,0.0166,68.5,0,0,0,0,0,0
02/07/2022,00:00:00,716146,7,10,W,ML,0.5,448,0,1705,0.0392,61.5,0,0,0,0,0,0.3
02/07/2022,00:00:00,716152,7,10,E,ML,0.48,448,50,692,0.0179,63.4,0,0,0,0,0,0
02/07/2022,00:00:00,716153,7,10,W,ML,0.48,560,40,1471,0.0272,64,0,0,0,0,0,0.2
02/07/2022,00:00:00,716172,7,10,E,ML,0.695,448,75,572,0.0119,67,0,0,0,0,0,0
02/07/2022,00:00:00,716174,7,10,W,ML,0.625,446,100,877,0.0102,72.7,0,0,0,0,0,0
02/07/2022,00:00:00,716176,7,10,W,ML,0.39,560,100,1146,0.0171,71.9,0,0,0,0,0,0
02/07/2022,00:00:00,716181,7,10,E,ML,0.89,480,0,1562,0.0246,69.4,0,0,0,0,0,0
02/07/2022,00:00:00,716187,7,10,E,ML,0.515,808,0,1416,0.0381,63.5,0,0,0,0,0,0.1
02/07/2022,00:00:00,716193,7,10,W,ML,0.2,448,100,2080,0.0534,72.8,0,0,0,0,0,0.1
02/07/2022,00:00:00,716203,7,57,N,ML,0.56,240,33,155,0.0055,64.9,0,0,0,0,0,0
02/07/2022,00:00:00,716206,7,60,W,ML,0.54,0,0,201,0.0082,65.2,0,0,0,0,0,0
02/07/2022,00:00:00,716213,7,60,E,ML,0.47,0,0,2226,0.0305,69.8,0,0,0,0,0,0
02/07/2022,00:00:00,716235,7,60,E,ML,0.56,0,0,839,0.0181,66.1,0,0,0,0,0,0
02/07/2022,00:00:00,716237,7,60,E,ML,0.535,0,0,2225,0.0305,70.2,0,0,0,0,0,0
02/07/2022,00:00:00,716238,7,60,W,ML,0.569,0,0,1562,0.0246,69.4,0,0,0,0,0,0
02/07/2022,00:00:00,716241,7,60,W,ML,0.45,480,100,1141,0.0257,69.2,0,0,0,0,0,0
02/07/2022,00:00:00,716253,7,60,W,ML,0.25,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716254,7,60,E,ML,0.18,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716265,7,60,E,ML,0.405,448,75,1618,0.0368,66,0,0,0,0,0,0.2
02/07/2022,00:00:00,716271,7,71,S,ML,1.218,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716272,7,91,E,ML,0.333,0,0,241,0.015,65.3,0,0,0,0,0,0
02/07/2022,00:00:00,716273,7,91,E,ML,0.525,332,100,379,0.0098,67.7,0,0,0,0,0,0
02/07/2022,00:00:00,716295,7,91,W,ML,0.405,560,100,1248,0.0149,69.6,0,0,0,0,0,0
02/07/2022,00:00:00,716296,7,91,E,ML,0.53,427,60,2180,0.0248,70.4,0,0,0,0,0,0
02/07/2022,00:00:00,716311,7,91,W,ML,0.52,560,0,2006,0.0426,61.9,0,0,0,0,0,0.3
02/07/2022,00:00:00,716312,7,91,E,ML,0.52,672,0,1397,0.0293,64.3,0,0,0,0,0,0
02/07/2022,00:00:00,716313,7,91,E,ML,0.575,0,0,1101,0.0252,66.3,0,0,0,0,0,0.1
02/07/2022,00:00:00,716314,7,91,W,ML,0.575,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716328,7,101,S,ML,0.365,0,0,2226,0.0305,69.8,0,0,0,0,0,0
02/07/2022,00:00:00,716331,7,101,S,ML,0.355,0,0,1847,0.0321,68.3,0,0,0,0,0,0
02/07/2022,00:00:00,716337,7,101,N,ML,0.46,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716339,7,101,S,ML,0.525,0,0,2471,0.0348,69.1,0,0,0,0,0,0
02/07/2022,00:00:00,716359,7,101,N,ML,0.565,479,100,1777,0.0189,73.3,0,0,0,0,0,0
02/07/2022,00:00:00,716390,7,101,S,ML,0.79,359,75,575,0.0134,71.9,0,0,0,0,0,0
02/07/2022,00:00:00,716391,7,101,S,ML,0.76,0,0,932,0.0324,67.8,0,0,0,0,0,0
02/07/2022,00:00:00,716392,7,101,S,ML,0.6,0,0,901,0.0337,63.3,0,0,0,0,0,0.1
02/07/2022,00:00:00,716402,7,105,W,ML,0.75,0,0,1560,0.0246,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716404,7,105,W,ML,0.35,336,0,1560,0.0246,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716405,7,105,W,ML,0.45,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716407,7,105,W,ML,0.65,118,0,1214,0.0374,64.9,0,0,0,0,0,0
02/07/2022,00:00:00,716409,7,105,W,ML,0.75,336,33,688,0.0172,65,0,0,0,0,0,0
02/07/2022,00:00:00,716413,7,105,W,ML,0.6,0,0,1926,0.0476,62.7,0,0,0,0,0,0.2
02/07/2022,00:00:00,716414,7,105,E,ML,0.5,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716419,7,105,E,ML,0.55,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716420,7,105,W,ML,0.6,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716421,7,105,E,ML,0.55,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716422,7,105,W,ML,0.5,0,0,1498,0.0485,63.2,0,0,0,0,0,0.1
02/07/2022,00:00:00,716424,7,105,E,ML,0.6,0,0,203,0.0082,65.7,0,0,0,0,0,0
02/07/2022,00:00:00,716426,7,105,W,ML,0.495,0,0,1418,0.0196,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716427,7,105,E,ML,0.32,0,0,1560,0.0246,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716428,7,105,W,ML,0.55,0,0,201,0.0082,65.2,0,0,0,0,0,0
02/07/2022,00:00:00,716431,7,105,E,ML,0.3,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716432,7,105,W,HV,0.3,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716433,7,105,E,ML,0.3,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716434,7,105,W,ML,0.3,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716437,7,105,W,ML,0.65,336,67,1381,0.0321,67.2,0,0,0,0,0,0
02/07/2022,00:00:00,716440,7,105,E,ML,0.6,0,0,1341,0.1031,39.7,0.9,2,3.4,4.6,5.8,6.9
02/07/2022,00:00:00,716441,7,105,W,ML,0.4,0,0,201,0.0082,65.2,0,0,0,0,0,0
02/07/2022,00:00:00,716442,7,105,E,ML,0.6,0,0,1560,0.0246,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716443,7,105,W,ML,0.45,0,0,201,0.0082,65.2,0,0,0,0,0,0
02/07/2022,00:00:00,716448,7,105,W,ML,0.5,0,0,1560,0.0246,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716449,7,105,E,ML,0.65,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716450,7,105,W,ML,0.455,0,0,1454,0.0128,69.7,0,0,0,0,0,0
02/07/2022,00:00:00,716453,7,105,E,ML,0.305,0,0,3634,0.0433,68.6,0,0,0,0,0,0
02/07/2022,00:00:00,716456,7,105,E,ML,0.47,0,0,3632,0.0433,69.2,0,0,0,0,0,0
02/07/2022,00:00:00,716457,7,105,W,ML,0.55,0,0,203,0.0082,65.7,0,0,0,0,0,0
02/07/2022,00:00:00,716459,7,105,W,ML,0.45,0,0,201,0.0082,65.2,0,0,0,0,0,0
02/07/2022,00:00:00,716460,7,105,E,ML,0.4,0,0,1560,0.0246,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716461,7,105,W,ML,0.35,0,0,1220,0.0251,67.2,0,0,0,0,0,0
02/07/2022,00:00:00,716466,7,105,E,ML,0.45,0,0,1560,0.0246,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716470,7,105,E,ML,0.665,359,50,1917,0.045,66.5,0,0,0,0,0,0.1
02/07/2022,00:00:00,716471,7,105,W,ML,0.55,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716481,7,110,S,ML,0.67,0,0,201,0.0082,65.2,0,0,0,0,0,0
02/07/2022,00:00:00,716484,7,110,N,ML,0.77,112,0,1848,0.0372,64.6,0,0,0,0,0,0
02/07/2022,00:00:00,716485,7,110,S,ML,0.555,0,0,1365,0.0261,70,0,0,0,0,0,0
02/07/2022,00:00:00,716490,7,110,N,ML,0.445,0,0,1364,0.0258,70.5,0,0,0,0,0,0
02/07/2022,00:00:00,716491,7,110,S,ML,0.515,0,0,1116,0.0222,65.8,0,0,0,0,0,0
02/07/2022,00:00:00,716494,7,110,S,ML,0.32,559,100,1159,0.0146,71.2,0,0,0,0,0,0
02/07/2022,00:00:00,716495,7,110,N,ML,0.27,560,100,1497,0.0204,69.5,0,0,0,0,0,0
02/07/2022,00:00:00,716499,7,110,N,ML,0.39,560,0,2224,0.0305,70.5,0,0,0,0,0,0
02/07/2022,00:00:00,716500,7,110,S,ML,0.795,672,50,2473,0.0336,66.1,0,0,0,0,0,0.1
02/07/2022,00:00:00,716541,7,118,E,HV,0.495,112,100,2,1e-4,64.9,0,0,0,0,0,0
02/07/2022,00:00:00,716551,7,134,W,ML,0.556,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716554,7,134,W,ML,0.355,224,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716571,7,170,S,ML,1.16,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716573,7,170,S,ML,0.325,0,0,201,0.0082,65.2,0,0,0,0,0,0
02/07/2022,00:00:00,716626,7,405,S,ML,0.26,559,60,919,0.0116,69.9,0,0,0,0,0,0
02/07/2022,00:00:00,716632,7,405,N,ML,0.385,558,80,989,0.0163,71.5,0,0,0,0,0,0
02/07/2022,00:00:00,716659,7,405,N,ML,0.365,560,80,1213,0.02,68.3,0,0,0,0,0,0
02/07/2022,00:00:00,716660,7,405,S,ML,0.375,0,0,2002,0.039,66.3,0,0,0,0,0,0
02/07/2022,00:00:00,716663,7,405,N,ML,0.355,440,100,1020,0.0198,68.6,0,0,0,0,0,0
02/07/2022,00:00:00,716670,7,405,N,ML,0.545,0,0,1620,0.0446,63.5,0,0,0,0,0,0.1
02/07/2022,00:00:00,716674,7,405,S,ML,0.48,448,100,1217,0.0217,67.7,0,0,0,0,0,0.1
02/07/2022,00:00:00,716689,7,405,N,ML,0.385,559,80,1301,0.0195,68.9,0,0,0,0,0,0
02/07/2022,00:00:00,716694,7,405,N,ML,0.488,559,80,984,0.0145,69.6,0,0,0,0,0,0
02/07/2022,00:00:00,716714,7,405,N,ML,0.22,559,100,1890,0.0252,70.2,0,0,0,0,0,0
02/07/2022,00:00:00,716719,7,405,S,ML,0.335,0,0,2125,0.0765,61.4,0,0,0,0,0.2,0.4
02/07/2022,00:00:00,716720,7,405,N,ML,0.41,0,0,2496,0.0453,63.3,0,0,0,0,0,0.3
02/07/2022,00:00:00,716733,7,405,N,ML,0.59,560,100,1750,0.0228,71.4,0,0,0,0,0,0
02/07/2022,00:00:00,716738,7,405,N,ML,0.605,672,100,1895,0.0227,70.3,0,0,0,0,0,0
02/07/2022,00:00:00,716739,7,405,N,ML,0.425,0,0,2527,0.0351,65.4,0,0,0,0,0,0.1
02/07/2022,00:00:00,716760,7,605,N,ML,0.47,448,100,730,0.0106,67.5,0,0,0,0,0,0
02/07/2022,00:00:00,716775,7,605,S,ML,0.535,0,0,1509,0.0305,64,0,0,0,0,0,0
02/07/2022,00:00:00,716776,7,605,S,ML,0.56,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716778,7,605,S,ML,0.42,0,0,2253,0.0294,66.3,0,0,0,0,0,0
02/07/2022,00:00:00,716784,7,605,N,ML,0.465,560,100,1115,0.0124,69.5,0,0,0,0,0,0
02/07/2022,00:00:00,716788,7,605,N,ML,0.24,224,40,1301,0.0193,68.1,0,0,0,0,0,0
02/07/2022,00:00:00,716797,7,605,S,ML,0.598,0,0,1845,0.0321,68.3,0,0,0,0,0,0
02/07/2022,00:00:00,716800,7,605,N,ML,0.557,0,0,1508,0.0264,69.5,0,0,0,0,0,0
02/07/2022,00:00:00,716810,7,605,S,ML,0.453,0,0,2207,0.0845,62.2,0,0,0,0,0,0.3
02/07/2022,00:00:00,716819,7,605,N,ML,0.473,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716829,7,605,N,ML,0.97,0,0,1217,0.0403,67.4,0,0,0,0,0,0
02/07/2022,00:00:00,716834,7,605,N,ML,0.401,448,100,971,0.0151,68.5,0,0,0,0,0,0
02/07/2022,00:00:00,716841,7,605,N,ML,0.426,448,75,1026,0.0145,65.3,0,0,0,0,0,0
02/07/2022,00:00:00,716847,7,710,S,ML,0.665,336,0,1324,0.034,66.9,0,0,0,0,0,0
02/07/2022,00:00:00,716857,7,710,S,ML,0.493,112,0,1562,0.0246,69.4,0,0,0,0,0,0
02/07/2022,00:00:00,716875,7,710,S,ML,0.265,480,0,1229,0.034,65.3,0,0,0,0,0,0
02/07/2022,00:00:00,716891,7,710,S,ML,0.435,0,0,1083,0.0381,65.4,0,0,0,0,0,0
02/07/2022,00:00:00,716895,7,5,S,ML,0.575,442,50,1456,0.0356,64.7,0,0,0,0,0,0.1
02/07/2022,00:00:00,716896,7,5,N,ML,0.455,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,716898,7,5,S,ML,0.66,0,0,2226,0.0305,69.9,0,0,0,0,0,0
02/07/2022,00:00:00,716899,7,5,N,ML,0.425,0,0,1560,0.0246,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716900,7,5,N,ML,0.46,0,0,1560,0.0246,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716902,7,5,S,ML,0.385,0,0,2036,0.031,69,0,0,0,0,0,0
02/07/2022,00:00:00,716904,7,5,N,ML,0.265,0,0,2036,0.031,69,0,0,0,0,0,0
02/07/2022,00:00:00,716906,7,5,S,ML,0.5,0,0,2226,0.0305,69.9,0,0,0,0,0,0
02/07/2022,00:00:00,716907,7,5,S,ML,0.41,0,0,2226,0.0305,69.9,0,0,0,0,0,0
02/07/2022,00:00:00,716908,7,5,S,ML,0.635,0,0,2226,0.0305,69.9,0,0,0,0,0,0
02/07/2022,00:00:00,716911,7,5,S,ML,0.47,0,0,2036,0.031,69,0,0,0,0,0,0
02/07/2022,00:00:00,716912,7,5,S,ML,0.875,0,0,2226,0.0305,69.9,0,0,0,0,0,0
02/07/2022,00:00:00,716916,7,5,S,ML,0.275,0,0,1489,0.0328,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716918,7,5,S,ML,0.36,447,100,1463,0.0284,67.6,0,0,0,0,0,0.1
02/07/2022,00:00:00,716920,7,5,S,ML,0.415,448,100,1471,0.022,69.2,0,0,0,0,0,0
02/07/2022,00:00:00,716921,7,5,N,ML,0.415,448,75,1495,0.0246,67.9,0,0,0,0,0,0
02/07/2022,00:00:00,716922,7,5,S,ML,0.485,448,100,1499,0.0238,68.5,0,0,0,0,0,0
02/07/2022,00:00:00,716923,7,5,N,ML,0.485,448,100,1404,0.021,70.2,0,0,0,0,0,0
02/07/2022,00:00:00,716924,7,5,S,ML,0.44,448,100,1393,0.023,69,0,0,0,0,0,0
02/07/2022,00:00:00,716925,7,5,N,ML,0.44,448,75,1622,0.031,68,0,0,0,0,0,0
02/07/2022,00:00:00,716928,7,5,S,ML,0.421,448,50,1568,0.0336,66.6,0,0,0,0,0,0
02/07/2022,00:00:00,716929,7,5,N,ML,0.421,448,100,1658,0.0272,69.3,0,0,0,0,0,0
02/07/2022,00:00:00,716930,7,5,S,ML,0.323,448,100,1537,0.0286,67.1,0,0,0,0,0,0.1
02/07/2022,00:00:00,716933,7,5,N,ML,0.565,448,60,2539,0.0387,69.6,0,0,0,0,0,0
02/07/2022,00:00:00,716934,7,5,S,ML,0.546,560,100,1999,0.0299,71.3,0,0,0,0,0,0
02/07/2022,00:00:00,716936,7,5,S,ML,0.4,557,100,1944,0.0404,64.6,0.3,0.5,0.7,0.9,1.1,1.3
02/07/2022,00:00:00,716937,7,5,N,ML,0.495,0,0,2105,0.0313,70.2,0,0,0,0,0,0
02/07/2022,00:00:00,716938,7,5,S,ML,0.835,0,0,2105,0.0313,69.7,0,0,0,0,0,0
02/07/2022,00:00:00,716939,7,5,S,ML,0.72,0,0,2105,0.0313,70.2,0,0,0,0,0,0
02/07/2022,00:00:00,716940,7,5,S,ML,0.575,112,0,2105,0.0313,70.2,0,0,0,0,0,0
02/07/2022,00:00:00,716941,7,5,S,ML,0.39,0,0,1300,0.0371,64.1,0,0,0,0,0,0
02/07/2022,00:00:00,716942,7,5,N,ML,1.935,560,80,1362,0.0173,70.2,0,0,0,0,0,0
02/07/2022,00:00:00,716943,7,5,S,ML,0.43,336,50,1160,0.0265,66.9,0,0,0,0,0,0
02/07/2022,00:00:00,716944,7,5,S,ML,0.81,0,0,1429,0.0417,64.3,0,0,0,0,0,0.1
02/07/2022,00:00:00,716946,7,5,S,ML,0.625,0,0,1010,0.03,69.6,0,0,0,0,0,0
02/07/2022,00:00:00,716949,7,5,S,ML,0.57,560,80,1224,0.0143,71,0,0,0,0,0,0
02/07/2022,00:00:00,716951,7,5,N,ML,0.735,0,0,2105,0.0313,69.5,0,0,0,0,0,0
02/07/2022,00:00:00,716953,7,5,N,ML,0.465,560,80,1681,0.0298,71.9,0,0,0,0,0,0
02/07/2022,00:00:00,716955,7,5,S,ML,0.465,0,0,2060,0.0414,63,0,0,0,0,0,0.2
02/07/2022,00:00:00,716956,7,5,N,ML,0.55,560,40,1107,0.0236,66.8,0,0,0,0,0,0
02/07/2022,00:00:00,716958,7,5,S,ML,0.704,336,60,898,0.0232,66.4,0,0,0,0,0,0
02/07/2022,00:00:00,716960,7,5,S,ML,0.48,328,50,909,0.029,68.6,0,0,0,0,0,0
02/07/2022,00:00:00,716963,7,5,N,ML,0.36,224,25,1459,0.0334,63.5,0,0,0,0,0,0.1
02/07/2022,00:00:00,716965,7,5,S,ML,0.27,0,0,1546,0.0393,61.7,0,0,0,0,0,0.1
02/07/2022,00:00:00,716968,7,5,N,ML,0.315,448,100,911,0.0136,66.4,0,0,0,0,0,0
02/07/2022,00:00:00,716971,7,5,N,ML,0.265,446,100,1080,0.0183,68.8,0,0,0,0,0,0
02/07/2022,00:00:00,716973,7,5,N,ML,0.435,447,75,1233,0.023,66.5,0,0,0,0,0,0.1
02/07/2022,00:00:00,716974,7,5,N,ML,0.76,319,50,1289,0.0293,62.1,0,0,0,0,0,0.2
02/07/2022,00:00:00,716975,7,5,S,ML,0.505,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716977,7,5,S,ML,0.495,0,0,1614,0.0394,64.8,0,0,0,0,0,0
02/07/2022,00:00:00,716978,7,5,N,ML,0.71,0,0,1775,0.0452,61,0,0,0,0,0.1,0.6
02/07/2022,00:00:00,716979,7,5,S,ML,0.765,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716981,7,5,N,ML,0.72,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716983,7,5,S,ML,0.795,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716985,7,5,N,ML,0.86,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716986,7,5,S,ML,0.905,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716988,7,5,N,ML,1.155,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716989,7,5,S,ML,0.65,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716990,7,5,N,ML,0.915,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716991,7,5,S,ML,0.505,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716993,7,5,S,ML,0.65,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716994,7,5,N,ML,0.51,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716996,7,5,S,ML,0.415,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716997,7,5,N,ML,0.55,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,716999,7,5,S,ML,0.48,0,0,201,0.0082,65.1,0,0,0,0,0,0
02/07/2022,00:00:00,717000,7,5,N,ML,0.84,0,0,1322,0.0319,66.3,0,0,0,0,0,0.2
02/07/2022,00:00:00,717001,7,5,S,ML,0.84,0,0,1193,0.0273,64.4,0,0,0,0,0,0.2
02/07/2022,00:00:00,717002,7,5,S,ML,0.54,448,100,925,0.0133,68.6,0,0,0,0,0,0
02/07/2022,00:00:00,717004,7,5,S,ML,0.27,672,83,1351,0.016,68.4,0,0,0,0,0,0
02/07/2022,00:00:00,717006,7,5,S,ML,0.435,0,0,1749,0.0266,66,0,0,0,0,0,0
02/07/2022,00:00:00,717008,7,10,E,ML,0.36,0,0,2285,0.0435,63.4,0,0,0,0,0,0.1
02/07/2022,00:00:00,717009,7,10,E,ML,0.535,0,0,2392,0.0316,70.6,0,0,0,0,0,0
02/07/2022,00:00:00,717011,7,10,E,ML,0.28,560,100,1398,0.0164,71.2,0,0,0,0,0,0
02/07/2022,00:00:00,717012,7,10,W,ML,0.46,0,0,2105,0.0313,69.5,0,0,0,0,0,0
02/07/2022,00:00:00,717014,7,10,E,ML,0.325,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,717015,7,10,W,ML,0.425,0,0,2105,0.0313,69.5,0,0,0,0,0,0
02/07/2022,00:00:00,717016,7,10,E,ML,0.23,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,717019,7,10,W,ML,0.535,0,0,2105,0.0313,69.5,0,0,0,0,0,0
02/07/2022,00:00:00,717020,7,10,E,ML,0.25,0,0,1557,0.0246,68.7,0,0,0,0,0,0
02/07/2022,00:00:00,717022,7,10,E,ML,0.295,0,0,2392,0.0316,70.6,0,0,0,0,0,0
02/07/2022,00:00:00,717026,7,10,W,ML,0.15,0,0,2105,0.0313,69.5,0,0,0,0,0,0
02/07/2022,00:00:00,717028,7,10,E,ML,0.2,336,75,1777,0.0271,66.4,0,0,0,0,0,0
02/07/2022,00:00:00,717029,7,10,W,ML,0.265,0,0,2105,0.0313,69.5,0,0,0,0,0,0
