date,time,Station,District,Route,Direction of Travel,Lane Type,Station Length,Samples,% Observed,Total Flow,Avg Occupancy,Avg Speed,Delay (V_t=35),Delay (V_t=40),Delay (V_t=45),Delay (V_t=50),Delay (V_t=55),Delay (V_t=60)
02/10/2022,00:00:00,716101,7,10,W,ML,0.38,360,75,1151,0.0253,66.5,0,0,0,0,0,0
02/10/2022,00:00:00,716126,7,10,E,ML,0.475,0,0,1498,0.0399,64.3,0,0,0,0,0,0
02/10/2022,00:00:00,716142,7,210,E,ML,0.8,480,100,1150,0.0231,69.4,0,0,0,0,0,0
02/10/2022,00:00:00,716143,7,210,E,ML,0.65,480,100,885,0.0175,69.8,0,0,0,0,0,0
02/10/2022,00:00:00,716146,7,10,W,ML,0.5,480,0,1707,0.0463,59.4,0,0,0,0,0.2,0.6
02/10/2022,00:00:00,716152,7,10,E,ML,0.48,480,50,1189,0.0286,64.9,0,0,0,0,0,0.2
02/10/2022,00:00:00,716153,7,10,W,ML,0.48,600,40,1495,0.0298,64,0,0,0,0,0,0.2
02/10/2022,00:00:00,716172,7,10,E,ML,0.695,480,50,1240,0.025,67.3,0,0,0,0,0,0
02/10/2022,00:00:00,716174,7,10,W,ML,0.625,480,100,886,0.0105,72.4,0,0,0,0,0,0
02/10/2022,00:00:00,716176,7,10,W,ML,0.39,600,100,1074,0.0199,69.3,0,0,0,0,0,0.1
02/10/2022,00:00:00,716181,7,10,E,ML,0.89,480,0,2490,0.0526,57.7,0,0,0,0,0.4,2.1
02/10/2022,00:00:00,716187,7,10,E,ML,0.515,840,75,3461,0.0683,60.9,0,0,0,0,0.5,1.7
02/10/2022,00:00:00,716193,7,10,W,ML,0.2,465,100,2323,0.1262,54.9,0.2,0.4,0.6,0.9,1.2,1.6
02/10/2022,00:00:00,716203,7,57,N,ML,0.56,240,33,174,0.0058,64.7,0,0,0,0,0,0
02/10/2022,00:00:00,716206,7,60,W,ML,0.54,0,0,167,0.007,65.2,0,0,0,0,0,0
02/10/2022,00:00:00,716213,7,60,E,ML,0.47,0,0,2263,0.0338,69.5,0,0,0,0,0,0
02/10/2022,00:00:00,716235,7,60,E,ML,0.56,0,0,789,0.0562,65.7,0,0,0,0,0,0
02/10/2022,00:00:00,716237,7,60,E,ML,0.535,0,0,2263,0.0338,69.9,0,0,0,0,0,0
02/10/2022,00:00:00,716238,7,60,W,ML,0.569,0,0,1502,0.0268,69.1,0,0,0,0,0,0
02/10/2022,00:00:00,716241,7,60,W,ML,0.45,478,100,1274,0.0354,69.1,0,0,0,0,0,0
02/10/2022,00:00:00,716253,7,60,W,ML,0.25,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716254,7,60,E,ML,0.18,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716265,7,60,E,ML,0.405,480,50,1815,0.055,68.2,0,0,0,0,0,0.1
02/10/2022,00:00:00,716271,7,71,S,ML,1.218,0,0,349,0.089,46,0.3,0.6,0.9,1.3,1.7,2.2
02/10/2022,00:00:00,716272,7,91,E,ML,0.333,0,0,386,0.0192,65.9,0,0,0,0,0,0
02/10/2022,00:00:00,716273,7,91,E,ML,0.525,359,67,703,0.0211,66.5,0,0,0,0,0,0
02/10/2022,00:00:00,716295,7,91,W,ML,0.405,600,100,1182,0.019,68.9,0,0,0,0,0,0
02/10/2022,00:00:00,716296,7,91,E,ML,0.53,457,60,3852,0.0458,70.9,0,0,0,0,0,0
02/10/2022,00:00:00,716311,7,91,W,ML,0.52,600,0,2194,0.046,62.2,0,0,0,0,0,0.3
02/10/2022,00:00:00,716312,7,91,E,ML,0.52,720,0,1942,0.0432,62.7,0,0,0,0,0,0.1
02/10/2022,00:00:00,716313,7,91,E,ML,0.575,0,0,935,0.0293,44.1,0,0.2,0.9,1.8,2.6,3.3
02/10/2022,00:00:00,716314,7,91,W,ML,0.575,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716328,7,101,S,ML,0.365,0,0,2263,0.0338,69.5,0,0,0,0,0,0
02/10/2022,00:00:00,716331,7,101,S,ML,0.355,0,0,1886,0.0373,67.9,0,0,0,0,0,0
02/10/2022,00:00:00,716337,7,101,N,ML,0.46,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716339,7,101,S,ML,0.525,0,0,2475,0.0377,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716359,7,101,N,ML,0.565,476,100,2045,0.023,72.8,0,0,0,0,0,0
02/10/2022,00:00:00,716390,7,101,S,ML,0.79,477,75,723,0.0196,69.7,0,0,0,0,0,0
02/10/2022,00:00:00,716391,7,101,S,ML,0.76,0,0,1077,0.0381,66,0,0,0,0,0,0
02/10/2022,00:00:00,716392,7,101,S,ML,0.6,0,0,1082,0.0384,63.1,0,0,0,0,0,0.1
02/10/2022,00:00:00,716402,7,105,W,ML,0.75,0,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716404,7,105,W,ML,0.35,360,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716405,7,105,W,ML,0.45,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716407,7,105,W,ML,0.65,120,0,1211,0.0368,64.9,0,0,0,0,0,0
02/10/2022,00:00:00,716409,7,105,W,ML,0.75,360,33,682,0.0166,64.9,0,0,0,0,0,0
02/10/2022,00:00:00,716413,7,105,W,ML,0.6,0,0,2167,0.0521,63.7,0,0,0,0,0,0.2
02/10/2022,00:00:00,716414,7,105,E,ML,0.5,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716419,7,105,E,ML,0.55,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716420,7,105,W,ML,0.6,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716421,7,105,E,ML,0.55,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716422,7,105,W,ML,0.5,0,0,1707,0.0516,63.4,0,0,0,0,0,0.1
02/10/2022,00:00:00,716424,7,105,E,ML,0.6,0,0,167,0.007,65.7,0,0,0,0,0,0
02/10/2022,00:00:00,716426,7,105,W,ML,0.495,0,0,1280,0.0206,67.9,0,0,0,0,0,0
02/10/2022,00:00:00,716427,7,105,E,ML,0.32,0,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716428,7,105,W,ML,0.55,0,0,167,0.007,65.2,0,0,0,0,0,0
02/10/2022,00:00:00,716431,7,105,E,ML,0.3,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716432,7,105,W,HV,0.3,0,0,167,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716433,7,105,E,ML,0.3,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716434,7,105,W,ML,0.3,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716437,7,105,W,ML,0.65,360,67,1574,0.0385,66.5,0,0,0,0,0,0.2
02/10/2022,00:00:00,716440,7,105,E,ML,0.6,0,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716441,7,105,W,ML,0.4,0,0,167,0.007,65.2,0,0,0,0,0,0
02/10/2022,00:00:00,716442,7,105,E,ML,0.6,0,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716443,7,105,W,ML,0.45,0,0,167,0.007,65.2,0,0,0,0,0,0
02/10/2022,00:00:00,716448,7,105,W,ML,0.5,0,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716449,7,105,E,ML,0.65,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716450,7,105,W,ML,0.455,0,0,1215,0.0106,69.6,0,0,0,0,0,0
02/10/2022,00:00:00,716453,7,105,E,ML,0.305,0,0,3574,0.0466,68.3,0,0,0,0,0,0
02/10/2022,00:00:00,716456,7,105,E,ML,0.47,0,0,3570,0.0466,68.9,0,0,0,0,0,0
02/10/2022,00:00:00,716457,7,105,W,ML,0.55,0,0,167,0.007,65.7,0,0,0,0,0,0
02/10/2022,00:00:00,716459,7,105,W,ML,0.45,0,0,167,0.007,65.2,0,0,0,0,0,0
02/10/2022,00:00:00,716460,7,105,E,ML,0.4,0,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716461,7,105,W,ML,0.35,0,0,167,0.007,65.2,0,0,0,0,0,0
02/10/2022,00:00:00,716466,7,105,E,ML,0.45,0,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716470,7,105,E,ML,0.665,360,50,2233,0.074,64.3,0,0,0,0,0,0.5
02/10/2022,00:00:00,716471,7,105,W,ML,0.55,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716481,7,110,S,ML,0.67,0,0,167,0.007,65.2,0,0,0,0,0,0
02/10/2022,00:00:00,716484,7,110,N,ML,0.77,120,0,1845,0.0377,66.3,0,0,0,0,0,0
02/10/2022,00:00:00,716485,7,110,S,ML,0.555,0,0,1314,0.0284,69.7,0,0,0,0,0,0
02/10/2022,00:00:00,716490,7,110,N,ML,0.445,0,0,1312,0.0281,70.2,0,0,0,0,0,0
02/10/2022,00:00:00,716491,7,110,S,ML,0.515,0,0,1312,0.0281,70.2,0,0,0,0,0,0
02/10/2022,00:00:00,716494,7,110,S,ML,0.32,600,0,1171,0.0161,70.8,0,0,0,0,0,0
02/10/2022,00:00:00,716495,7,110,N,ML,0.27,600,0,1411,0.0201,70.6,0,0,0,0,0,0
02/10/2022,00:00:00,716499,7,110,N,ML,0.39,600,0,2264,0.0338,70.2,0,0,0,0,0,0
02/10/2022,00:00:00,716500,7,110,S,ML,0.795,719,50,1806,0.0299,62.1,0,0,0,0.2,0.6,1.2
02/10/2022,00:00:00,716541,7,118,E,HV,0.495,120,100,2,1e-4,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716551,7,134,W,ML,0.556,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716554,7,134,W,ML,0.355,240,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716571,7,170,S,ML,1.16,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716573,7,170,S,ML,0.325,0,0,167,0.007,65.2,0,0,0,0,0,0
02/10/2022,00:00:00,716626,7,405,S,ML,0.26,600,60,1015,0.013,69.7,0,0,0,0,0,0
02/10/2022,00:00:00,716632,7,405,N,ML,0.385,598,100,975,0.0155,71.8,0,0,0,0,0,0
02/10/2022,00:00:00,716659,7,405,N,ML,0.365,594,80,1205,0.0209,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716660,7,405,S,ML,0.375,0,0,1998,0.0387,66,0,0,0,0,0,0
02/10/2022,00:00:00,716663,7,405,N,ML,0.355,473,100,805,0.0165,69.7,0,0,0,0,0,0
02/10/2022,00:00:00,716670,7,405,N,ML,0.545,0,0,1383,0.0406,62.8,0,0,0,0,0,0.2
02/10/2022,00:00:00,716674,7,405,S,ML,0.48,475,100,1320,0.0249,68.2,0,0,0,0,0,0.1
02/10/2022,00:00:00,716689,7,405,N,ML,0.385,600,80,1257,0.0203,68.6,0,0,0,0,0,0
02/10/2022,00:00:00,716694,7,405,N,ML,0.488,599,80,939,0.0149,69,0,0,0,0,0,0
02/10/2022,00:00:00,716714,7,405,N,ML,0.22,600,100,1848,0.0269,70.3,0,0,0,0,0,0
02/10/2022,00:00:00,716719,7,405,S,ML,0.335,0,0,2389,0.0791,63.7,0,0,0,0,0,0
02/10/2022,00:00:00,716720,7,405,N,ML,0.41,0,0,2518,0.0471,63.5,0,0,0,0,0,0.3
02/10/2022,00:00:00,716733,7,405,N,ML,0.59,600,100,2000,0.0279,72.1,0,0,0,0,0,0
02/10/2022,00:00:00,716738,7,405,N,ML,0.605,720,100,2118,0.0275,69.8,0,0,0,0,0,0.1
02/10/2022,00:00:00,716739,7,405,N,ML,0.425,0,0,2637,0.0384,66.2,0,0,0,0,0,0.1
02/10/2022,00:00:00,716760,7,605,N,ML,0.47,480,100,828,0.0123,67.5,0,0,0,0,0,0
02/10/2022,00:00:00,716775,7,605,S,ML,0.535,0,0,1521,0.0306,64.1,0,0,0,0,0,0
02/10/2022,00:00:00,716776,7,605,S,ML,0.56,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716778,7,605,S,ML,0.42,0,0,2270,0.0303,66,0,0,0,0,0,0
02/10/2022,00:00:00,716784,7,605,N,ML,0.465,599,80,1249,0.0165,68.7,0,0,0,0,0,0
02/10/2022,00:00:00,716788,7,605,N,ML,0.24,240,40,1432,0.0231,67.5,0,0,0,0,0,0
02/10/2022,00:00:00,716797,7,605,S,ML,0.598,0,0,1885,0.0373,68,0,0,0,0,0,0
02/10/2022,00:00:00,716800,7,605,N,ML,0.557,0,0,1701,0.0382,68.5,0,0,0,0,0,0.1
02/10/2022,00:00:00,716810,7,605,S,ML,0.453,0,0,2428,0.0984,62.1,0,0,0,0,0,0.3
02/10/2022,00:00:00,716819,7,605,N,ML,0.473,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716829,7,605,N,ML,0.97,0,0,1390,0.0479,68.3,0,0,0,0,0,0
02/10/2022,00:00:00,716834,7,605,N,ML,0.401,480,100,1304,0.0251,67.3,0,0,0,0,0,0.1
02/10/2022,00:00:00,716841,7,605,N,ML,0.426,479,100,899,0.0136,66.5,0,0,0,0,0,0
02/10/2022,00:00:00,716847,7,710,S,ML,0.665,360,0,1535,0.0433,66.4,0,0,0,0,0,0
02/10/2022,00:00:00,716857,7,710,S,ML,0.493,120,0,1502,0.0268,69.1,0,0,0,0,0,0
02/10/2022,00:00:00,716875,7,710,S,ML,0.265,480,0,1259,0.0357,64.3,0,0,0,0,0,0
02/10/2022,00:00:00,716891,7,710,S,ML,0.435,0,0,1209,0.0427,64.8,0,0,0,0,0,0
02/10/2022,00:00:00,716895,7,5,S,ML,0.575,451,50,1756,0.0467,66.6,0,0,0,0,0,0
02/10/2022,00:00:00,716896,7,5,N,ML,0.455,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,716898,7,5,S,ML,0.66,0,0,2261,0.0338,69.6,0,0,0,0,0,0
02/10/2022,00:00:00,716899,7,5,N,ML,0.425,0,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716900,7,5,N,ML,0.46,0,0,1498,0.0268,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716902,7,5,S,ML,0.385,0,0,1841,0.0324,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716904,7,5,N,ML,0.265,0,0,1841,0.0324,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716906,7,5,S,ML,0.5,0,0,2261,0.0338,69.6,0,0,0,0,0,0
02/10/2022,00:00:00,716907,7,5,S,ML,0.41,0,0,2261,0.0338,69.6,0,0,0,0,0,0
02/10/2022,00:00:00,716908,7,5,S,ML,0.635,0,0,2261,0.0338,69.6,0,0,0,0,0,0
02/10/2022,00:00:00,716911,7,5,S,ML,0.47,0,0,1841,0.0324,68.5,0,0,0,0,0,0
02/10/2022,00:00:00,716912,7,5,S,ML,0.875,0,0,2261,0.0338,69.6,0,0,0,0,0,0
02/10/2022,00:00:00,716916,7,5,S,ML,0.275,0,0,1766,0.041,64.8,0,0,0,0,0,0
02/10/2022,00:00:00,716918,7,5,S,ML,0.36,480,100,1732,0.0375,69.1,0,0,0,0,0,0
02/10/2022,00:00:00,716920,7,5,S,ML,0.415,480,100,1342,0.0245,68.5,0,0,0,0,0,0.1
02/10/2022,00:00:00,716921,7,5,N,ML,0.415,480,75,1680,0.0308,69,0,0,0,0,0,0
02/10/2022,00:00:00,716922,7,5,S,ML,0.485,480,100,1715,0.0304,69.8,0,0,0,0,0,0
02/10/2022,00:00:00,716923,7,5,N,ML,0.485,480,100,1264,0.0227,69.4,0,0,0,0,0,0
02/10/2022,00:00:00,716924,7,5,S,ML,0.44,480,100,1569,0.0294,67.4,0,0,0,0,0,0.1
02/10/2022,00:00:00,716925,7,5,N,ML,0.44,480,100,1376,0.0289,68.9,0,0,0,0,0,0
02/10/2022,00:00:00,716928,7,5,S,ML,0.421,480,50,1769,0.0422,66.3,0,0,0,0,0,0
02/10/2022,00:00:00,716929,7,5,N,ML,0.421,480,100,1525,0.0285,68.7,0,0,0,0,0,0
02/10/2022,00:00:00,716930,7,5,S,ML,0.323,480,100,1783,0.0369,66.2,0,0,0,0,0,0
02/10/2022,00:00:00,716933,7,5,N,ML,0.565,480,60,2376,0.0413,67.6,0,0,0,0,0,0.1
02/10/2022,00:00:00,716934,7,5,S,ML,0.546,600,100,2465,0.0408,66.9,0,0,0,0,0,0
02/10/2022,00:00:00,716936,7,5,S,ML,0.4,599,100,2434,0.0457,61.2,0.2,0.4,0.6,0.8,1.2,1.7
02/10/2022,00:00:00,716937,7,5,N,ML,0.495,0,0,1891,0.031,69.7,0,0,0,0,0,0
02/10/2022,00:00:00,716938,7,5,S,ML,0.835,0,0,1891,0.031,69.2,0,0,0,0,0,0
02/10/2022,00:00:00,716939,7,5,S,ML,0.72,0,0,1891,0.031,69.7,0,0,0,0,0,0
02/10/2022,00:00:00,716940,7,5,S,ML,0.575,120,0,1891,0.031,69.7,0,0,0,0,0,0
02/10/2022,00:00:00,716941,7,5,S,ML,0.39,0,0,1506,0.0495,63.1,0,0,0,0,0,0.1
02/10/2022,00:00:00,716942,7,5,N,ML,1.935,600,80,1654,0.0255,69,0,0,0,0,0,0
02/10/2022,00:00:00,716943,7,5,S,ML,0.43,360,50,1218,0.0339,64.8,0,0,0,0,0,0
02/10/2022,00:00:00,716944,7,5,S,ML,0.81,0,0,1617,0.0523,62.9,0,0,0,0,0,0.2
02/10/2022,00:00:00,716946,7,5,S,ML,0.625,0,0,1252,0.0326,69.7,0,0,0,0,0,0
02/10/2022,00:00:00,716949,7,5,S,ML,0.57,600,80,1533,0.0188,68.6,0,0,0,0,0,0
02/10/2022,00:00:00,716951,7,5,N,ML,0.735,0,0,1889,0.031,69,0,0,0,0,0,0
02/10/2022,00:00:00,716953,7,5,N,ML,0.465,600,100,1826,0.0345,71,0,0,0,0,0,0
02/10/2022,00:00:00,716955,7,5,S,ML,0.465,0,0,2171,0.0446,61.8,0,0,0,0,0,0.3
02/10/2022,00:00:00,716956,7,5,N,ML,0.55,600,40,1226,0.0296,67.2,0,0,0,0,0,0
02/10/2022,00:00:00,716958,7,5,S,ML,0.704,407,70,3096,0.10780000000000001,36.4,18.2,23.3,27.3,30.5,33.1,35.3
02/10/2022,00:00:00,716960,7,5,S,ML,0.48,360,50,1151,0.0398,66.2,0,0,0,0,0,0
02/10/2022,00:00:00,716963,7,5,N,ML,0.36,240,25,1538,0.0395,63.7,0,0,0,0,0,0.1
02/10/2022,00:00:00,716965,7,5,S,ML,0.27,0,0,1849,0.0451,65.3,0,0,0,0,0,0
02/10/2022,00:00:00,716968,7,5,N,ML,0.315,480,100,930,0.0166,66.7,0,0,0,0,0,0
02/10/2022,00:00:00,716971,7,5,N,ML,0.265,479,100,1125,0.0227,68.2,0,0,0,0,0,0
02/10/2022,00:00:00,716973,7,5,N,ML,0.435,479,75,1334,0.0277,66.1,0,0,0,0,0,0.1
02/10/2022,00:00:00,716974,7,5,N,ML,0.76,480,75,1863,0.1946,33.3,95.9,98.4,100.4,102,103.3,104.6
02/10/2022,00:00:00,716975,7,5,S,ML,0.505,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716977,7,5,S,ML,0.495,0,0,1731,0.0429,64.9,0,0,0,0,0,0
02/10/2022,00:00:00,716978,7,5,N,ML,0.71,0,0,2799,0.2959,39.7,0,1.6,6,10.4,14,17
02/10/2022,00:00:00,716979,7,5,S,ML,0.765,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716981,7,5,N,ML,0.72,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716983,7,5,S,ML,0.795,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716985,7,5,N,ML,0.86,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716986,7,5,S,ML,0.905,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716988,7,5,N,ML,1.155,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716989,7,5,S,ML,0.65,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716990,7,5,N,ML,0.915,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716991,7,5,S,ML,0.505,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716993,7,5,S,ML,0.65,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716994,7,5,N,ML,0.51,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716996,7,5,S,ML,0.415,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716997,7,5,N,ML,0.55,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,716999,7,5,S,ML,0.48,0,0,168,0.007,65.1,0,0,0,0,0,0
02/10/2022,00:00:00,717000,7,5,N,ML,0.84,0,0,1430,0.0333,65.4,0,0,0,0,0,0.2
02/10/2022,00:00:00,717001,7,5,S,ML,0.84,0,0,1353,0.0304,64.2,0,0,0,0,0,0.2
02/10/2022,00:00:00,717002,7,5,S,ML,0.54,480,100,1101,0.0194,66.4,0,0,0,0,0.1,0.2
02/10/2022,00:00:00,717004,7,5,S,ML,0.27,716,83,1548,0.0237,66.4,0,0,0,0,0,0
02/10/2022,00:00:00,717006,7,5,S,ML,0.435,0,0,2034,0.0285,65.5,0,0,0,0,0,0
02/10/2022,00:00:00,717008,7,10,E,ML,0.36,0,0,1502,0.0268,69.1,0,0,0,0,0,0
02/10/2022,00:00:00,717009,7,10,E,ML,0.535,0,0,2280,0.0323,70.5,0,0,0,0,0,0
02/10/2022,00:00:00,717011,7,10,E,ML,0.28,600,0,1410,0.0165,71.7,0,0,0,0,0,0
02/10/2022,00:00:00,717012,7,10,W,ML,0.46,0,0,1889,0.031,69,0,0,0,0,0,0
02/10/2022,00:00:00,717014,7,10,E,ML,0.325,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,717015,7,10,W,ML,0.425,0,0,1044,0.0171,65.3,0,0,0,0,0,0.1
02/10/2022,00:00:00,717016,7,10,E,ML,0.23,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,717019,7,10,W,ML,0.535,0,0,1889,0.031,69,0,0,0,0,0,0
02/10/2022,00:00:00,717020,7,10,E,ML,0.25,0,0,1497,0.0268,68.4,0,0,0,0,0,0
02/10/2022,00:00:00,717022,7,10,E,ML,0.295,0,0,2280,0.0323,70.5,0,0,0,0,0,0
02/10/2022,00:00:00,717026,7,10,W,ML,0.15,0,0,1889,0.031,69,0,0,0,0,0,0
02/10/2022,00:00:00,717028,7,10,E,ML,0.2,359,75,2069,0.0314,66.5,0,0,0,0,0,0
