Timestamp,Station,District,Route,Direction of Travel,Lane Type,Station Length,Samples,% Observed,Total Flow,Avg Occupancy,Avg Speed,Delay (V_t=35),Delay (V_t=40),Delay (V_t=45),Delay (V_t=50),Delay (V_t=55),Delay (V_t=60)
02/01/2022 00:00:00,715933,7,5,N,ML,0.425,456,100,1185.0,0.0232,67.2,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,715935,7,5,S,OR,,114,100,76.0,0.0123,,,,,,,
02/01/2022 00:00:00,715937,7,5,S,OR,,114,100,127.0,0.0168,,,,,,,
02/01/2022 00:00:00,715938,7,5,N,ML,0.545,456,100,1480.0,0.0272,68.7,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,715941,7,5,S,OR,,114,100,40.0,0.006,,,,,,,
02/01/2022 00:00:00,715944,7,5,N,ML,0.323,456,75,1768.0,0.0428,64.9,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,715947,7,5,S,ML,0.495,341,100,550.0,0.0109,68.5,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,715949,7,5,N,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,715950,7,5,S,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,715952,7,5,S,OR,,114,100,37.0,0.0073,,,,,,,
02/01/2022 00:00:00,715953,7,5,N,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,715957,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715958,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715959,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715961,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715963,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715964,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715966,7,5,S,OR,,114,100,16.0,0.0016,,,,,,,
02/01/2022 00:00:00,715967,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715968,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715969,7,5,N,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,715970,7,5,N,OR,,114,100,48.0,0.0043,,,,,,,
02/01/2022 00:00:00,715971,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715972,7,210,E,OR,,114,100,23.0,0.002,,,,,,,
02/01/2022 00:00:00,715973,7,5,S,OR,,114,100,33.0,0.0065,,,,,,,
02/01/2022 00:00:00,715974,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715975,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715976,7,5,N,OR,,114,100,17.0,0.0015,,,,,,,
02/01/2022 00:00:00,715977,7,5,N,OR,,114,100,31.0,0.004,,,,,,,
02/01/2022 00:00:00,715978,7,5,S,OR,,113,100,48.0,0.0058,,,,,,,
02/01/2022 00:00:00,715979,7,5,S,OR,,114,100,25.0,0.0043,,,,,,,
02/01/2022 00:00:00,715980,7,5,N,OR,,114,100,24.0,0.0042,,,,,,,
02/01/2022 00:00:00,715981,7,5,N,OR,,112,100,39.0,0.0037,,,,,,,
02/01/2022 00:00:00,715982,7,5,N,OR,,114,100,37.0,0.0057,,,,,,,
02/01/2022 00:00:00,715983,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715984,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715985,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715986,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715987,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715988,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715989,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715990,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715991,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715992,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715993,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715994,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715995,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715996,7,5,S,ML,0.275,0,0,1469.0,0.0285,66.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,715997,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715998,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,715999,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716000,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716001,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716002,7,5,S,OR,,114,100,31.0,0.0045,,,,,,,
02/01/2022 00:00:00,716003,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716004,7,5,S,OR,,114,100,25.0,0.0039,,,,,,,
02/01/2022 00:00:00,716005,7,5,N,OR,,114,100,39.0,0.0046,,,,,,,
02/01/2022 00:00:00,716006,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716007,7,5,N,ML,1.75,0,0,1435.0,0.0341,62.9,0.0,0.0,0.0,0.0,0.0,0.4
02/01/2022 00:00:00,716008,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716009,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716010,7,5,S,ML,0.6,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716011,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716012,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716013,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716014,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716015,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716016,7,5,S,ML,0.65,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716017,7,5,N,ML,0.53,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716018,7,5,S,OR,,120,100,31.0,0.0025,,,,,,,
02/01/2022 00:00:00,716019,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716020,7,5,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716021,7,5,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716023,7,5,N,ML,5.0,0,0,1329.0,0.0528,64.3,0.0,0.0,0.0,0.0,0.0,0.4
02/01/2022 00:00:00,716025,7,5,N,OR,,120,100,3.0,0.0012,,,,,,,
02/01/2022 00:00:00,716026,7,210,E,HV,0.8,114,100,37.0,0.002,64.9,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716028,7,10,E,ML,0.291,341,100,719.0,0.0136,69.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716029,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716030,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716032,7,10,W,ML,0.38,0,0,1567.0,0.0371,64.5,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716033,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716035,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716036,7,10,E,ML,0.38,0,0,2011.0,0.0378,67.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716038,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716039,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716040,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716041,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716043,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716044,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716045,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716046,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716047,7,10,E,ML,0.265,0,0,2178.0,0.0441,64.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716050,7,10,E,ML,0.42,0,0,2030.0,0.0437,67.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716051,7,10,E,FR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716054,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716055,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716057,7,10,E,ML,0.25,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716058,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716059,7,10,W,FR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716060,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716061,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716063,7,10,W,ML,0.225,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716064,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716065,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716066,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716067,7,10,E,ML,0.125,342,67,459.0,0.0113,68.4,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716069,7,10,E,ML,0.25,414,0,1729.0,0.0414,65.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716071,7,10,W,OR,,114,100,52.0,0.004,,,,,,,
02/01/2022 00:00:00,716072,7,10,E,ML,0.28,684,33,1591.0,0.0232,67.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716074,7,10,W,FR,,114,100,65.0,0.0052,,,,,,,
02/01/2022 00:00:00,716075,7,10,E,ML,0.37,684,100,1556.0,0.0179,70.3,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716076,7,10,W,ML,0.37,684,100,934.0,0.0128,68.6,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716078,7,10,E,ML,0.5,684,0,1833.0,0.0264,65.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716081,7,10,E,ML,0.19,456,100,1302.0,0.0214,68.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716084,7,10,W,ML,0.34,456,100,753.0,0.0138,67.4,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716085,7,10,E,ML,0.38,456,100,1494.0,0.0297,67.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716086,7,10,W,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716087,7,10,E,ML,0.428,570,100,1797.0,0.0235,72.9,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716088,7,10,W,ML,0.29,456,100,1022.0,0.0188,68.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716089,7,10,W,OR,,114,100,22.0,0.0034,,,,,,,
02/01/2022 00:00:00,716090,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716091,7,10,W,ML,0.495,456,0,1604.0,0.0236,65.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716092,7,10,E,ML,0.446,456,100,1604.0,0.0267,69.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716093,7,10,E,OR,,114,100,32.0,0.0062,,,,,,,
02/01/2022 00:00:00,716094,7,10,W,OR,,114,100,28.0,0.0052,,,,,,,
02/01/2022 00:00:00,716095,7,10,E,OR,,114,100,28.0,0.0069,,,,,,,
02/01/2022 00:00:00,716096,7,10,W,OR,,114,100,37.0,0.0113,,,,,,,
02/01/2022 00:00:00,716097,7,10,E,OR,,114,100,42.0,0.0077,,,,,,,
02/01/2022 00:00:00,716098,7,10,W,OR,,114,100,53.0,0.0084,,,,,,,
02/01/2022 00:00:00,716099,7,10,E,OR,,114,100,61.0,0.0154,,,,,,,
02/01/2022 00:00:00,716100,7,10,W,OR,,113,100,42.0,0.0102,,,,,,,
02/01/2022 00:00:00,716101,7,10,W,ML,0.38,342,75,1255.0,0.0262,67.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716103,7,10,E,OR,,114,100,39.0,0.0073,,,,,,,
02/01/2022 00:00:00,716104,7,10,W,OR,,114,100,24.0,0.0043,,,,,,,
02/01/2022 00:00:00,716105,7,10,E,OR,,114,100,34.0,0.007,,,,,,,
02/01/2022 00:00:00,716106,7,10,W,OR,,114,100,42.0,0.0078,,,,,,,
02/01/2022 00:00:00,716107,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716108,7,10,W,OR,,114,100,38.0,0.0034,,,,,,,
02/01/2022 00:00:00,716109,7,10,E,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716110,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716111,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716112,7,10,W,OR,,114,100,52.0,0.01,,,,,,,
02/01/2022 00:00:00,716113,7,10,E,OR,,114,100,28.0,0.0052,,,,,,,
02/01/2022 00:00:00,716114,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716115,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716116,7,10,W,OR,,114,100,42.0,0.0072,,,,,,,
02/01/2022 00:00:00,716117,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716118,7,10,E,OR,,114,100,55.0,0.0096,,,,,,,
02/01/2022 00:00:00,716119,7,10,W,OR,,114,100,31.0,0.0042,,,,,,,
02/01/2022 00:00:00,716120,7,10,E,OR,,114,100,35.0,0.004,,,,,,,
02/01/2022 00:00:00,716121,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716124,7,10,W,OR,,114,100,149.0,0.0203,,,,,,,
02/01/2022 00:00:00,716126,7,10,E,ML,0.475,0,0,1458.0,0.0399,64.4,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716127,7,10,W,OR,,114,100,118.0,0.0109,,,,,,,
02/01/2022 00:00:00,716128,7,10,E,OR,,114,100,70.0,0.0055,,,,,,,
02/01/2022 00:00:00,716129,7,10,W,OR,,114,100,67.0,0.0087,,,,,,,
02/01/2022 00:00:00,716130,7,10,E,OR,,114,100,42.0,0.0055,,,,,,,
02/01/2022 00:00:00,716131,7,10,W,OR,,114,100,46.0,0.0056,,,,,,,
02/01/2022 00:00:00,716132,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716133,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716134,7,10,W,FR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716135,7,10,W,OR,,120,100,59.0,0.0052,,,,,,,
02/01/2022 00:00:00,716136,7,10,W,OR,,120,100,45.0,0.0051,,,,,,,
02/01/2022 00:00:00,716137,7,10,E,OR,,120,100,0.0,0.0,,,,,,,
02/01/2022 00:00:00,716138,7,10,W,OR,,120,100,99.0,0.0273,,,,,,,
02/01/2022 00:00:00,716139,7,10,W,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716140,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716141,7,10,W,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716142,7,210,E,ML,0.8,456,100,1166.0,0.0253,67.6,0.0,0.0,0.0,0.0,0.1,0.2
02/01/2022 00:00:00,716143,7,210,E,ML,0.65,456,100,859.0,0.0225,68.7,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716144,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716145,7,10,E,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716146,7,10,W,ML,0.5,342,0,1673.0,0.0404,63.6,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716148,7,10,W,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716149,7,10,E,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716150,7,10,W,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716151,7,10,E,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716152,7,10,E,ML,0.48,456,50,1222.0,0.0286,65.3,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716153,7,10,W,ML,0.48,570,40,1431.0,0.0279,65.4,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716154,7,10,W,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716155,7,10,E,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716156,7,10,W,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716157,7,10,E,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716158,7,10,W,OR,,114,100,55.0,0.0051,,,,,,,
02/01/2022 00:00:00,716159,7,10,W,OR,,114,100,12.0,0.0013,,,,,,,
02/01/2022 00:00:00,716160,7,10,E,OR,,114,100,35.0,0.0035,,,,,,,
02/01/2022 00:00:00,716161,7,10,W,OR,,114,100,22.0,0.0021,,,,,,,
02/01/2022 00:00:00,716162,7,10,W,OR,,114,100,22.0,0.0026,,,,,,,
02/01/2022 00:00:00,716163,7,10,E,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716164,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716165,7,10,E,OR,,114,100,24.0,0.0032,,,,,,,
02/01/2022 00:00:00,716166,7,10,W,OR,,114,100,7.0,0.0006,,,,,,,
02/01/2022 00:00:00,716167,7,10,E,OR,,114,100,2.0,0.0003,,,,,,,
02/01/2022 00:00:00,716168,7,10,W,OR,,114,100,4.0,0.0005,,,,,,,
02/01/2022 00:00:00,716169,7,10,E,OR,,114,100,8.0,0.0007,,,,,,,
02/01/2022 00:00:00,716170,7,10,W,OR,,114,100,10.0,0.001,,,,,,,
02/01/2022 00:00:00,716171,7,10,E,OR,,114,100,7.0,0.0003,,,,,,,
02/01/2022 00:00:00,716172,7,10,E,ML,0.695,444,50,1142.0,0.0234,66.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716174,7,10,W,ML,0.625,456,100,840.0,0.0098,72.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716176,7,10,W,ML,0.39,570,100,1069.0,0.0184,70.9,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716178,7,10,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716181,7,10,E,ML,0.89,1050,0,3511.0,0.0711,54.5,0.0,0.0,0.0,0.0,2.0,5.5
02/01/2022 00:00:00,716182,7,10,W,OR,,114,100,240.0,0.0172,,,,,,,
02/01/2022 00:00:00,716183,7,10,E,OR,,114,100,240.0,0.02,,,,,,,
02/01/2022 00:00:00,716184,7,10,W,OR,,114,100,120.0,0.0122,,,,,,,
02/01/2022 00:00:00,716185,7,10,E,OR,,120,100,24.0,0.0029,,,,,,,
02/01/2022 00:00:00,716187,7,10,E,ML,0.515,816,75,3291.0,0.067,58.6,0.1,1.5,2.6,3.5,4.3,5.1
02/01/2022 00:00:00,716188,7,10,W,OR,,114,100,22.0,0.0009,,,,,,,
02/01/2022 00:00:00,716189,7,10,W,OR,,114,100,65.0,0.0061,,,,,,,
02/01/2022 00:00:00,716190,7,10,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716191,7,10,W,OR,,114,100,80.0,0.006,,,,,,,
02/01/2022 00:00:00,716192,7,10,E,OR,,114,100,47.0,0.004,,,,,,,
02/01/2022 00:00:00,716193,7,10,W,ML,0.2,453,100,2146.0,0.0781,61.1,0.0,0.0,0.0,0.1,0.3,0.5
02/01/2022 00:00:00,716195,7,10,W,OR,,111,100,84.0,0.0058,,,,,,,
02/01/2022 00:00:00,716196,7,10,E,OR,,114,100,109.0,0.0109,,,,,,,
02/01/2022 00:00:00,716197,7,57,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716200,7,57,S,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716201,7,57,N,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716203,7,57,N,ML,0.56,237,33,145.0,0.0053,64.5,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716204,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716205,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716206,7,60,W,ML,0.54,0,0,149.0,0.0064,65.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716207,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716208,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716209,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716210,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716211,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716213,7,60,E,ML,0.47,0,0,2025.0,0.0307,69.3,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716214,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716215,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716216,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716217,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716218,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716219,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716220,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716221,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716222,7,60,E,OR,,114,100,31.0,0.0024,,,,,,,
02/01/2022 00:00:00,716223,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716224,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716225,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716226,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716227,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716228,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716229,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716230,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716231,7,60,E,OR,,114,100,5.0,0.0011,,,,,,,
02/01/2022 00:00:00,716232,7,60,W,OR,,114,100,2.0,0.0005,,,,,,,
02/01/2022 00:00:00,716233,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716234,7,60,E,OR,,114,0,,,,,,,,,
02/01/2022 00:00:00,716235,7,60,E,ML,0.56,0,0,723.0,0.0273,66.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716237,7,60,E,ML,0.535,0,0,2025.0,0.0307,69.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716238,7,60,W,ML,0.569,0,0,1383.0,0.0247,68.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716239,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716240,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716241,7,60,W,ML,0.45,479,100,1199.0,0.0336,69.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716243,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716244,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716245,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716246,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716249,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716250,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716251,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716252,7,60,E,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716253,7,60,W,ML,0.25,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716254,7,60,E,ML,0.18,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716255,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716256,7,60,W,OR,,0,0,,,,,,,,,
02/01/2022 00:00:00,716257,7,60,E,OR,,0,0,,,,,,,,,
