Timestamp,Station,District,Route,Direction of Travel,Lane Type,Station Length,Samples,% Observed,Total Flow,Avg Occupancy,Avg Speed,Delay (V_t=35),Delay (V_t=40),Delay (V_t=45),Delay (V_t=50),Delay (V_t=55),Delay (V_t=60)
02/01/2022 00:00:00,715996,7,5,S,ML,0.275,0,0,1469.0,0.0285,66.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716002,7,5,S,OR,,114,100,31.0,0.0045,,,,,,,
02/01/2022 00:00:00,716004,7,5,S,OR,,114,100,25.0,0.0039,,,,,,,
02/01/2022 00:00:00,716005,7,5,N,OR,,114,100,39.0,0.0046,,,,,,,
02/01/2022 00:00:00,716007,7,5,N,ML,1.75,0,0,1435.0,0.0341,62.9,0.0,0.0,0.0,0.0,0.0,0.4
02/01/2022 00:00:00,716010,7,5,S,ML,0.6,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716016,7,5,S,ML,0.65,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716017,7,5,N,ML,0.53,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716018,7,5,S,OR,,120,100,31.0,0.0025,,,,,,,
02/01/2022 00:00:00,716023,7,5,N,ML,5.0,0,0,1329.0,0.0528,64.3,0.0,0.0,0.0,0.0,0.0,0.4
02/01/2022 00:00:00,716025,7,5,N,OR,,120,100,3.0,0.0012,,,,,,,
02/01/2022 00:00:00,716026,7,210,E,HV,0.8,114,100,37.0,0.002,64.9,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716028,7,10,E,ML,0.291,341,100,719.0,0.0136,69.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716032,7,10,W,ML,0.38,0,0,1567.0,0.0371,64.5,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716036,7,10,E,ML,0.38,0,0,2011.0,0.0378,67.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716047,7,10,E,ML,0.265,0,0,2178.0,0.0441,64.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716050,7,10,E,ML,0.42,0,0,2030.0,0.0437,67.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716057,7,10,E,ML,0.25,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716063,7,10,W,ML,0.225,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716067,7,10,E,ML,0.125,342,67,459.0,0.0113,68.4,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716069,7,10,E,ML,0.25,414,0,1729.0,0.0414,65.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716071,7,10,W,OR,,114,100,52.0,0.004,,,,,,,
02/01/2022 00:00:00,716072,7,10,E,ML,0.28,684,33,1591.0,0.0232,67.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716074,7,10,W,FR,,114,100,65.0,0.0052,,,,,,,
02/01/2022 00:00:00,716075,7,10,E,ML,0.37,684,100,1556.0,0.0179,70.3,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716076,7,10,W,ML,0.37,684,100,934.0,0.0128,68.6,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716078,7,10,E,ML,0.5,684,0,1833.0,0.0264,65.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716081,7,10,E,ML,0.19,456,100,1302.0,0.0214,68.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716084,7,10,W,ML,0.34,456,100,753.0,0.0138,67.4,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716085,7,10,E,ML,0.38,456,100,1494.0,0.0297,67.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716087,7,10,E,ML,0.428,570,100,1797.0,0.0235,72.9,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716088,7,10,W,ML,0.29,456,100,1022.0,0.0188,68.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716089,7,10,W,OR,,114,100,22.0,0.0034,,,,,,,
02/01/2022 00:00:00,716091,7,10,W,ML,0.495,456,0,1604.0,0.0236,65.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716092,7,10,E,ML,0.446,456,100,1604.0,0.0267,69.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716093,7,10,E,OR,,114,100,32.0,0.0062,,,,,,,
02/01/2022 00:00:00,716094,7,10,W,OR,,114,100,28.0,0.0052,,,,,,,
02/01/2022 00:00:00,716095,7,10,E,OR,,114,100,28.0,0.0069,,,,,,,
02/01/2022 00:00:00,716096,7,10,W,OR,,114,100,37.0,0.0113,,,,,,,
02/01/2022 00:00:00,716097,7,10,E,OR,,114,100,42.0,0.0077,,,,,,,
02/01/2022 00:00:00,716098,7,10,W,OR,,114,100,53.0,0.0084,,,,,,,
02/01/2022 00:00:00,716099,7,10,E,OR,,114,100,61.0,0.0154,,,,,,,
02/01/2022 00:00:00,716100,7,10,W,OR,,113,100,42.0,0.0102,,,,,,,
02/01/2022 00:00:00,716101,7,10,W,ML,0.38,342,75,1255.0,0.0262,67.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716103,7,10,E,OR,,114,100,39.0,0.0073,,,,,,,
02/01/2022 00:00:00,716104,7,10,W,OR,,114,100,24.0,0.0043,,,,,,,
02/01/2022 00:00:00,716105,7,10,E,OR,,114,100,34.0,0.007,,,,,,,
02/01/2022 00:00:00,716106,7,10,W,OR,,114,100,42.0,0.0078,,,,,,,
02/01/2022 00:00:00,716108,7,10,W,OR,,114,100,38.0,0.0034,,,,,,,
02/01/2022 00:00:00,716112,7,10,W,OR,,114,100,52.0,0.01,,,,,,,
02/01/2022 00:00:00,716113,7,10,E,OR,,114,100,28.0,0.0052,,,,,,,
02/01/2022 00:00:00,716116,7,10,W,OR,,114,100,42.0,0.0072,,,,,,,
02/01/2022 00:00:00,716118,7,10,E,OR,,114,100,55.0,0.0096,,,,,,,
02/01/2022 00:00:00,716119,7,10,W,OR,,114,100,31.0,0.0042,,,,,,,
02/01/2022 00:00:00,716120,7,10,E,OR,,114,100,35.0,0.004,,,,,,,
02/01/2022 00:00:00,716124,7,10,W,OR,,114,100,149.0,0.0203,,,,,,,
02/01/2022 00:00:00,716126,7,10,E,ML,0.475,0,0,1458.0,0.0399,64.4,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716127,7,10,W,OR,,114,100,118.0,0.0109,,,,,,,
02/01/2022 00:00:00,716128,7,10,E,OR,,114,100,70.0,0.0055,,,,,,,
02/01/2022 00:00:00,716129,7,10,W,OR,,114,100,67.0,0.0087,,,,,,,
02/01/2022 00:00:00,716130,7,10,E,OR,,114,100,42.0,0.0055,,,,,,,
02/01/2022 00:00:00,716131,7,10,W,OR,,114,100,46.0,0.0056,,,,,,,
02/01/2022 00:00:00,716135,7,10,W,OR,,120,100,59.0,0.0052,,,,,,,
02/01/2022 00:00:00,716136,7,10,W,OR,,120,100,45.0,0.0051,,,,,,,
02/01/2022 00:00:00,716137,7,10,E,OR,,120,100,0.0,0.0,,,,,,,
02/01/2022 00:00:00,716138,7,10,W,OR,,120,100,99.0,0.0273,,,,,,,
02/01/2022 00:00:00,716142,7,210,E,ML,0.8,456,100,1166.0,0.0253,67.6,0.0,0.0,0.0,0.0,0.1,0.2
02/01/2022 00:00:00,716143,7,210,E,ML,0.65,456,100,859.0,0.0225,68.7,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716146,7,10,W,ML,0.5,342,0,1673.0,0.0404,63.6,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716152,7,10,E,ML,0.48,456,50,1222.0,0.0286,65.3,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716153,7,10,W,ML,0.48,570,40,1431.0,0.0279,65.4,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716158,7,10,W,OR,,114,100,55.0,0.0051,,,,,,,
02/01/2022 00:00:00,716159,7,10,W,OR,,114,100,12.0,0.0013,,,,,,,
02/01/2022 00:00:00,716160,7,10,E,OR,,114,100,35.0,0.0035,,,,,,,
02/01/2022 00:00:00,716161,7,10,W,OR,,114,100,22.0,0.0021,,,,,,,
02/01/2022 00:00:00,716162,7,10,W,OR,,114,100,22.0,0.0026,,,,,,,
02/01/2022 00:00:00,716165,7,10,E,OR,,114,100,24.0,0.0032,,,,,,,
02/01/2022 00:00:00,716166,7,10,W,OR,,114,100,7.0,0.0006,,,,,,,
02/01/2022 00:00:00,716167,7,10,E,OR,,114,100,2.0,0.0003,,,,,,,
02/01/2022 00:00:00,716168,7,10,W,OR,,114,100,4.0,0.0005,,,,,,,
02/01/2022 00:00:00,716169,7,10,E,OR,,114,100,8.0,0.0007,,,,,,,
02/01/2022 00:00:00,716170,7,10,W,OR,,114,100,10.0,0.001,,,,,,,
02/01/2022 00:00:00,716171,7,10,E,OR,,114,100,7.0,0.0003,,,,,,,
02/01/2022 00:00:00,716172,7,10,E,ML,0.695,444,50,1142.0,0.0234,66.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716174,7,10,W,ML,0.625,456,100,840.0,0.0098,72.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716176,7,10,W,ML,0.39,570,100,1069.0,0.0184,70.9,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716181,7,10,E,ML,0.89,1050,0,3511.0,0.0711,54.5,0.0,0.0,0.0,0.0,2.0,5.5
02/01/2022 00:00:00,716182,7,10,W,OR,,114,100,240.0,0.0172,,,,,,,
02/01/2022 00:00:00,716183,7,10,E,OR,,114,100,240.0,0.02,,,,,,,
02/01/2022 00:00:00,716184,7,10,W,OR,,114,100,120.0,0.0122,,,,,,,
02/01/2022 00:00:00,716185,7,10,E,OR,,120,100,24.0,0.0029,,,,,,,
02/01/2022 00:00:00,716187,7,10,E,ML,0.515,816,75,3291.0,0.067,58.6,0.1,1.5,2.6,3.5,4.3,5.1
02/01/2022 00:00:00,716188,7,10,W,OR,,114,100,22.0,0.0009,,,,,,,
02/01/2022 00:00:00,716189,7,10,W,OR,,114,100,65.0,0.0061,,,,,,,
02/01/2022 00:00:00,716191,7,10,W,OR,,114,100,80.0,0.006,,,,,,,
02/01/2022 00:00:00,716192,7,10,E,OR,,114,100,47.0,0.004,,,,,,,
02/01/2022 00:00:00,716193,7,10,W,ML,0.2,453,100,2146.0,0.0781,61.1,0.0,0.0,0.0,0.1,0.3,0.5
02/01/2022 00:00:00,716195,7,10,W,OR,,111,100,84.0,0.0058,,,,,,,
02/01/2022 00:00:00,716196,7,10,E,OR,,114,100,109.0,0.0109,,,,,,,
02/01/2022 00:00:00,716203,7,57,N,ML,0.56,237,33,145.0,0.0053,64.5,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716206,7,60,W,ML,0.54,0,0,149.0,0.0064,65.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716213,7,60,E,ML,0.47,0,0,2025.0,0.0307,69.3,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716222,7,60,E,OR,,114,100,31.0,0.0024,,,,,,,
02/01/2022 00:00:00,716231,7,60,E,OR,,114,100,5.0,0.0011,,,,,,,
02/01/2022 00:00:00,716232,7,60,W,OR,,114,100,2.0,0.0005,,,,,,,
02/01/2022 00:00:00,716235,7,60,E,ML,0.56,0,0,723.0,0.0273,66.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716237,7,60,E,ML,0.535,0,0,2025.0,0.0307,69.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716238,7,60,W,ML,0.569,0,0,1383.0,0.0247,68.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716241,7,60,W,ML,0.45,479,100,1199.0,0.0336,69.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716253,7,60,W,ML,0.25,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716254,7,60,E,ML,0.18,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716259,7,60,E,OR,,120,100,54.0,0.0029,,,,,,,
02/01/2022 00:00:00,716265,7,60,E,ML,0.405,454,75,1793.0,0.0512,67.4,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716271,7,71,S,ML,1.218,0,0,366.0,0.0461,64.1,0.0,0.0,0.0,0.1,0.2,0.2
02/01/2022 00:00:00,716272,7,91,E,ML,0.333,0,0,261.0,0.0165,64.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716273,7,91,E,ML,0.525,336,100,389.0,0.012,64.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716274,7,91,W,OR,,114,100,41.0,0.0041,,,,,,,
02/01/2022 00:00:00,716275,7,91,E,OR,,114,100,67.0,0.0135,,,,,,,
02/01/2022 00:00:00,716276,7,91,W,OR,,114,100,58.0,0.0095,,,,,,,
02/01/2022 00:00:00,716279,7,91,W,OR,,114,100,113.0,0.0119,,,,,,,
02/01/2022 00:00:00,716281,7,91,E,OR,,113,100,139.0,0.0133,,,,,,,
02/01/2022 00:00:00,716282,7,91,W,OR,,114,100,127.0,0.0116,,,,,,,
02/01/2022 00:00:00,716283,7,91,E,OR,,113,100,252.0,0.0208,,,,,,,
02/01/2022 00:00:00,716284,7,91,W,OR,,114,100,135.0,0.0128,,,,,,,
02/01/2022 00:00:00,716287,7,91,E,OR,,114,100,51.0,0.0103,,,,,,,
02/01/2022 00:00:00,716292,7,91,W,OR,,114,100,27.0,0.0022,,,,,,,
02/01/2022 00:00:00,716294,7,91,E,OR,,114,100,46.0,0.0054,,,,,,,
02/01/2022 00:00:00,716295,7,91,W,ML,0.405,570,100,1164.0,0.0189,68.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716296,7,91,E,ML,0.53,437,60,3127.0,0.0364,69.6,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716297,7,91,W,OR,,114,100,88.0,0.0132,,,,,,,
02/01/2022 00:00:00,716298,7,91,E,OR,,114,100,57.0,0.0073,,,,,,,
02/01/2022 00:00:00,716299,7,91,W,OR,,114,100,95.0,0.0113,,,,,,,
02/01/2022 00:00:00,716300,7,91,E,OR,,114,100,47.0,0.0058,,,,,,,
02/01/2022 00:00:00,716301,7,91,W,OR,,114,100,86.0,0.009,,,,,,,
02/01/2022 00:00:00,716302,7,91,E,OR,,114,100,40.0,0.0041,,,,,,,
02/01/2022 00:00:00,716303,7,91,W,OR,,114,100,41.0,0.0052,,,,,,,
02/01/2022 00:00:00,716304,7,91,E,OR,,114,100,24.0,0.0054,,,,,,,
02/01/2022 00:00:00,716305,7,91,W,OR,,114,100,68.0,0.0092,,,,,,,
02/01/2022 00:00:00,716306,7,91,E,OR,,114,100,44.0,0.0061,,,,,,,
02/01/2022 00:00:00,716307,7,91,E,OR,,107,100,5.0,0.0072,,,,,,,
02/01/2022 00:00:00,716309,7,91,E,OR,,114,100,0.0,0.0,,,,,,,
02/01/2022 00:00:00,716310,7,91,W,OR,,114,100,139.0,0.0053,,,,,,,
02/01/2022 00:00:00,716311,7,91,W,ML,0.52,570,0,2010.0,0.0476,62.3,0.0,0.0,0.0,0.0,0.0,0.2
02/01/2022 00:00:00,716312,7,91,E,ML,0.52,0,0,1555.0,0.0439,53.8,0.0,0.0,0.2,0.7,1.1,1.9
02/01/2022 00:00:00,716313,7,91,E,ML,0.575,0,0,932.0,0.0206,66.5,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716314,7,91,W,ML,0.575,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716315,7,91,E,OR,,114,100,14.0,0.002,,,,,,,
02/01/2022 00:00:00,716316,7,91,W,OR,,114,100,23.0,0.0022,,,,,,,
02/01/2022 00:00:00,716317,7,91,W,OR,,114,100,36.0,0.0072,,,,,,,
02/01/2022 00:00:00,716319,7,91,E,OR,,114,100,13.0,0.0022,,,,,,,
02/01/2022 00:00:00,716321,7,91,E,OR,,114,100,10.0,0.0011,,,,,,,
02/01/2022 00:00:00,716322,7,91,W,OR,,114,100,12.0,0.0024,,,,,,,
02/01/2022 00:00:00,716323,7,91,W,OR,,114,100,79.0,0.007,,,,,,,
02/01/2022 00:00:00,716325,7,91,W,OR,,114,100,38.0,0.0026,,,,,,,
02/01/2022 00:00:00,716328,7,101,S,ML,0.365,0,0,2025.0,0.0307,69.3,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716331,7,101,S,ML,0.355,0,0,1716.0,0.0339,67.5,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716337,7,101,N,ML,0.46,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716338,7,57,S,OR,,119,100,37.0,0.0036,,,,,,,
02/01/2022 00:00:00,716339,7,101,S,ML,0.525,0,0,2220.0,0.0339,68.4,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716359,7,101,N,ML,0.565,478,100,1475.0,0.0167,72.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716367,7,101,N,OR,,114,100,85.0,0.0065,,,,,,,
02/01/2022 00:00:00,716368,7,101,S,OR,,113,100,70.0,0.0066,,,,,,,
02/01/2022 00:00:00,716369,7,101,N,OR,,114,100,122.0,0.01,,,,,,,
02/01/2022 00:00:00,716390,7,101,S,ML,0.79,364,75,683.0,0.0206,67.9,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716391,7,101,S,ML,0.76,456,100,687.0,0.0181,67.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716392,7,101,S,ML,0.6,452,100,526.0,0.0144,68.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716399,7,101,S,OR,,114,100,29.0,0.0025,,,,,,,
02/01/2022 00:00:00,716402,7,105,W,ML,0.75,0,0,1384.0,0.0247,68.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716404,7,105,W,ML,0.35,342,0,1384.0,0.0247,68.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716405,7,105,W,ML,0.45,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716407,7,105,W,ML,0.65,114,0,1200.0,0.0367,64.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716409,7,105,W,ML,0.75,309,33,683.0,0.0168,64.9,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716413,7,105,W,ML,0.6,0,0,1860.0,0.0466,63.8,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716414,7,105,E,ML,0.5,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716415,7,105,W,OR,,114,100,37.0,0.0027,,,,,,,
02/01/2022 00:00:00,716419,7,105,E,ML,0.55,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716420,7,105,W,ML,0.6,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716421,7,105,E,ML,0.55,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716422,7,105,W,ML,0.5,0,0,1587.0,0.0499,63.2,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716423,7,105,W,OR,,114,100,102.0,0.0068,,,,,,,
02/01/2022 00:00:00,716424,7,105,E,ML,0.6,0,0,148.0,0.0064,65.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716426,7,105,W,ML,0.495,0,0,1163.0,0.019,67.8,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716427,7,105,E,ML,0.32,0,0,1384.0,0.0247,68.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716428,7,105,W,ML,0.55,0,0,149.0,0.0064,65.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716431,7,105,E,ML,0.3,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716432,7,105,W,HV,0.3,0,0,149.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716433,7,105,E,ML,0.3,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716434,7,105,W,ML,0.3,0,0,1385.0,0.0247,68.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716437,7,105,W,ML,0.65,342,67,1197.0,0.0299,66.2,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716438,7,105,E,OR,,114,100,13.0,0.0007,,,,,,,
02/01/2022 00:00:00,716440,7,105,E,ML,0.6,0,0,1517.0,0.0906,49.2,0.0,0.2,0.7,1.5,2.4,3.5
02/01/2022 00:00:00,716441,7,105,W,ML,0.4,0,0,149.0,0.0064,65.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716442,7,105,E,ML,0.6,0,0,1384.0,0.0247,68.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716443,7,105,W,ML,0.45,0,0,149.0,0.0064,65.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716448,7,105,W,ML,0.5,0,0,1384.0,0.0247,68.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716449,7,105,E,ML,0.65,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716450,7,105,W,ML,0.455,0,0,1482.0,0.0131,69.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716453,7,105,E,ML,0.305,0,0,3246.0,0.0426,68.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716456,7,105,E,ML,0.47,0,0,3247.0,0.0426,69.3,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716457,7,105,W,ML,0.55,0,0,148.0,0.0064,65.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716459,7,105,W,ML,0.45,0,0,149.0,0.0064,65.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716460,7,105,E,ML,0.4,0,0,1384.0,0.0247,68.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716461,7,105,W,ML,0.35,0,0,1273.0,0.0318,65.7,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716466,7,105,E,ML,0.45,0,0,1384.0,0.0247,68.2,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716470,7,105,E,ML,0.665,360,50,2246.0,0.0724,70.0,0.0,0.0,0.0,0.0,0.0,0.1
02/01/2022 00:00:00,716471,7,105,W,ML,0.55,0,0,150.0,0.0064,65.1,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716480,7,110,N,OR,,114,100,65.0,0.0098,,,,,,,
02/01/2022 00:00:00,716481,7,110,S,ML,0.67,0,0,149.0,0.0064,65.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2022 00:00:00,716482,7,110,N,FF,,228,100,508.0,0.009,,,,,,,
02/01/2022 00:00:00,716484,7,110,N,ML,0.77,0,0,1802.0,0.0372,66.3,0.0,0.0,0.0,0.0,0.0,0.0
