SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,RBIRTH2021,RBIRTH2022,RBIRTH2023,RDEATH2021,RDEATH2022,RDEATH2023,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RNETMIG2021,RNETMIG2022,RNETMIG2023
050,4,8,08,035,Colorado,Douglas County,357998,360323,369783,375937,383906,2325,9460,6154,7969,924,3529,3835,3812,525,1899,2132,1954,399,1630,1703,1858,19,248,562,660,1984,7759,3942,5465,2003,8007,4504,6125,-77,-177,-53,-14,1643,1643,1608,1626,1660,9.6670894363,10.285361798,10.033651689,5.2019843694,5.717963847,5.1431677333,4.4651050669,4.567397951,4.8904839552,0.679353409,1.5072681435,1.7372009744,21.254447984,10.572332779,14.384550493,21.933801393,12.079600923,16.121751467
050,4,8,08,037,Colorado,Eagle County,55718,55657,55774,55218,54381,-61,117,-556,-837,126,518,520,515,40,170,187,185,86,348,333,330,5,38,68,75,-149,-303,-975,-1242,-144,-265,-907,-1167,-3,34,18,0,99,99,99,100,100,9.2972332654,9.3700446879,9.3978959662,3.0512155504,3.3696122243,3.3759432112,6.246017715,6.0004324636,6.021952755,0.6820364172,1.2253135361,1.3686256261,-5.43834301,-17.56883379,-22.66444037,-4.756306593,-16.34352025,-21.29581474
050,4,8,08,039,Colorado,Elbert County,26056,26216,27159,27842,28806,160,943,683,964,50,224,263,263,39,189,219,219,11,35,44,44,0,4,1,2,162,935,629,924,162,939,630,926,-13,-31,9,-6,64,64,65,63,65,8.393442623,9.5634624825,9.285411665,7.0819672131,7.9634915729,7.7319587629,1.3114754098,1.5999709096,1.5534529021,0.149882904,0.0363629752,0.0706114956,35.035128806,22.872311413,32.622510945,35.18501171,22.908674388,32.69312244
050,4,8,08,041,Colorado,El Paso County,730405,732384,737287,740596,744215,1979,4903,3309,3619,2203,9301,9193,9147,1331,5877,6161,5702,872,3424,3032,3445,-13,53,538,777,974,911,9,-619,961,964,547,158,146,515,-270,16,20495,20482,18304,19642,19524,12.657254583,12.440768315,12.320760016,7.9977083306,8.3376018264,7.6804387899,4.6595462522,4.1031664888,4.6403212261,0.0721249858,0.7280684601,1.0465978498,1.2397332464,0.0121795839,-0.833776151,1.3118582322,0.740248044,0.2128216992
050,4,8,08,043,Colorado,Fremont County,48934,48878,49237,49616,50318,-56,359,379,702,98,383,366,351,147,680,743,676,-49,-297,-377,-325,0,7,1,6,-12,653,703,1014,-12,660,704,1020,5,-4,52,7,8016,7868,7568,8013,8740,7.8071650614,7.4049345999,7.0246362599,13.861285227,15.032421879,13.528929093,-6.054120165,-7.627487279,-6.504292833,0.1426897009,0.0202320617,0.1200792523,13.310910666,14.223139409,20.29339364,13.453600367,14.243371471,20.413472892
050,4,8,08,045,Colorado,Garfield County,61686,61794,62107,62256,62707,108,313,149,451,180,732,717,714,84,431,438,412,96,301,279,302,3,47,148,155,-12,-73,-249,-6,-9,-26,-101,149,21,38,-29,0,1068,1052,915,1032,1037,11.815885263,11.530760757,11.427382505,6.9571674159,7.0438956924,6.5939518097,4.8587178473,4.4868650644,4.8334306955,0.7586702287,2.3801291381,2.4807342974,-1.178360142,-4.004406455,-0.096028424,-0.419689914,-1.624277317,2.3847058729
050,4,8,08,047,Colorado,Gilpin County,5806,5820,5893,5886,5926,14,73,-7,40,17,35,45,48,9,34,41,41,8,1,4,7,1,8,25,28,6,65,-32,5,7,73,-7,33,-1,-1,-4,0,42,42,42,42,42,5.9762656877,7.6407165294,8.1273281409,5.8055152395,6.9615417268,6.942092787,0.1707504482,0.6791748026,1.1852353539,1.3660035858,4.2448425163,4.7409414155,11.098779134,-5.433398421,0.8465966813,12.46478272,-1.188555905,5.5875380969
050,4,8,08,049,Colorado,Grand County,15715,15747,15851,15734,15935,32,104,-117,201,39,113,118,121,13,100,108,103,26,13,10,18,0,9,27,29,7,83,-146,152,7,92,-119,181,-1,-1,-8,2,212,212,213,213,213,7.1523514146,7.4719012189,7.6415422022,6.3295145262,6.8386892512,6.504783858,0.8228368884,0.6332119677,1.1367583441,0.5696563074,1.7096723128,1.8314439989,5.2534970568,-9.244894729,9.5992926837,5.8231533641,-7.535222416,11.430736683
050,4,8,08,051,Colorado,Gunnison County,16921,16950,17294,17320,17321,29,344,26,1,30,132,137,134,26,79,89,85,4,53,48,49,0,1,4,6,24,300,-18,-53,24,301,-14,-47,1,-10,-8,-1,1023,1021,998,1059,1037,7.7093797454,7.9158721904,7.7364972143,4.6139469688,5.1424279193,4.9074795762,3.0954327765,2.7734442711,2.8290176381,0.058404392,0.2311203559,0.346410323,17.521317603,-1.040041602,-3.059957853,17.579721995,-0.808921246,-2.71354753
050,4,8,08,053,Colorado,Hinsdale County,784,788,773,771,765,4,-15,-2,-6,0,2,2,4,2,5,8,5,-2,-3,-6,-1,0,0,0,0,7,-11,3,-5,7,-11,3,-5,-1,-1,1,0,0,0,0,0,0,2.5624599616,2.5906735751,5.2083333333,6.4061499039,10.362694301,6.5104166667,-3.843689942,-7.772020725,-1.302083333,0,0,0,-14.09352979,3.8860103627,-6.510416667,-14.09352979,3.8860103627,-6.510416667
050,4,8,08,055,Colorado,Huerfano County,6817,6827,6934,7097,7055,10,107,163,-42,16,42,44,40,28,134,140,135,-12,-92,-96,-95,0,-1,-1,-1,25,211,244,53,25,210,243,52,-3,-11,16,1,120,120,120,120,120,6.1042075431,6.2718266695,5.6529112493,19.475328828,19.95581213,19.078575466,-13.37112128,-13.68398546,-13.42566422,-0.145338275,-0.142541515,-0.141322781,30.66637599,34.780129713,7.4901074053,30.521037715,34.637588198,7.3487846241
050,4,8,08,057,Colorado,Jackson County,1381,1379,1359,1314,1309,-2,-20,-45,-5,3,6,11,6,3,16,12,13,0,-10,-1,-7,0,0,0,0,-2,-9,-46,2,-2,-9,-46,2,0,-1,2,0,1,1,1,1,1,4.3827611395,8.2304526749,4.5749142204,11.687363039,8.9786756453,9.9123141441,-7.304601899,-0.74822297,-5.337399924,0,0,0,-6.574141709,-34.41825664,1.5249714068,-6.574141709,-34.41825664,1.5249714068
050,4,8,08,059,Colorado,Jefferson County,582886,583081,580703,575811,576366,195,-2378,-4892,555,1460,5396,5474,5493,1336,5402,5617,4997,124,-6,-143,496,11,225,580,662,-75,-2960,-5000,-584,-64,-2735,-4420,78,135,363,-329,-19,8797,8689,9147,9467,9341,9.2731984629,9.4663791359,9.5349933213,9.2835096547,9.7136740238,8.674014496,-0.010311192,-0.247294888,0.8609788253,0.3866696913,1.0030142307,1.1491289967,-5.086854605,-8.646674403,-1.013733133,-4.700184914,-7.643660172,0.1353958637
050,4,8,08,061,Colorado,Kiowa County,1448,1455,1454,1434,1384,7,-1,-20,-50,0,19,18,20,3,20,21,21,-3,-1,-3,-1,0,0,1,1,8,0,-18,-50,8,0,-17,-49,2,0,0,0,31,31,31,31,31,13.062908216,12.465373961,14.194464159,13.750429701,14.542936288,14.904187367,-0.687521485,-2.077562327,-0.709723208,0,0.6925207756,0.7097232079,0,-12.46537396,-35.4861604,0,-11.77285319,-34.77643719
050,4,8,08,063,Colorado,Kit Carson County,7081,7062,6927,6983,6994,-19,-135,56,11,20,82,96,93,26,95,99,95,-6,-13,-3,-2,0,0,30,31,-13,-119,33,-17,-13,-119,63,14,0,-3,-4,-1,91,91,89,91,91,11.723497033,13.80301941,13.307576733,13.582100222,14.234363767,13.593761179,-1.858603188,-0.431344357,-0.286184446,0,4.3134435658,4.4358589111,-17.01336765,4.7447879224,-2.43256779,-17.01336765,9.0582314881,2.0032911211
050,4,8,08,065,Colorado,Lake County,7432,7408,7395,7346,7365,-24,-13,-49,19,15,71,85,85,8,51,45,46,7,20,40,39,0,1,12,12,-30,-38,-97,-31,-30,-37,-85,-19,-1,4,-4,-1,103,103,103,112,120,9.5926501385,11.532460484,11.555978519,6.8904951699,6.1054202564,6.2538236694,2.7021549686,5.4270402279,5.3021548501,0.1351077484,1.6281120684,1.6314322616,-5.13409444,-13.16057255,-4.214533342,-4.998986692,-11.53246048,-2.583101081
050,4,8,08,067,Colorado,La Plata County,55637,55673,56169,56553,56407,36,496,384,-146,119,435,426,414,103,442,462,455,16,-7,-36,-41,0,10,27,29,1,482,371,-134,1,492,398,-105,19,11,22,0,1743,1735,1573,1879,1884,7.7788308507,7.558418055,7.3300283286,7.9040074391,8.197157609,8.0559490085,-0.125176588,-0.638739554,-0.72592068,0.1788236977,0.4790546655,0.5134560907,8.6193022299,6.5825659587,-2.372521246,8.7981259276,7.0616206242,-1.859065156
050,4,8,08,069,Colorado,Larimer County,359074,359923,362747,367577,370771,849,2824,4830,3194,790,3039,3111,3094,652,2753,2968,2638,138,286,143,456,3,180,400,471,656,2202,4148,2249,659,2382,4548,2720,52,156,139,18,11706,11682,11266,12156,12321,8.4104778114,8.5195064109,8.3808718924,7.6189685472,8.1278993981,7.1456819819,0.7915092643,0.3916070128,1.2351899104,0.4981526838,1.0954042315,1.2758211575,6.0940678318,11.359341881,6.0919783083,6.5922205156,12.454746113,7.3677994658
050,4,8,08,071,Colorado,Las Animas County,14559,14490,14334,14311,14348,-69,-156,-23,37,30,130,113,111,56,207,248,243,-26,-77,-135,-132,0,4,17,19,-36,-84,91,147,-36,-80,108,166,-7,1,4,3,714,633,400,399,486,9.0202608937,7.8896840635,7.7462577201,14.363030808,17.315412812,16.958023657,-5.342769914,-9.425728748,-9.211765937,0.277546489,1.1869436202,1.3259360061,-5.82847627,6.3536393786,10.258557521,-5.550929781,7.5405829988,11.584493527
050,4,8,08,073,Colorado,Lincoln County,5674,5662,5473,5510,5480,-12,-189,37,-30,10,40,50,52,17,62,67,69,-7,-22,-17,-17,0,2,4,4,-6,-159,51,-18,-6,-157,55,-14,1,-10,-1,1,980,980,784,857,860,7.1845532106,9.1049804243,9.4631483167,11.136057476,12.200673769,12.556869882,-3.951504266,-3.095693344,-3.093721565,0.3592276605,0.7283984339,0.7279344859,-28.55859901,9.2870800328,-3.275705187,-28.19937135,10.015478467,-2.547770701
050,4,8,08,075,Colorado,Logan County,21536,21210,21006,20792,20619,-326,-204,-214,-173,60,188,192,192,55,307,282,270,5,-119,-90,-78,0,7,24,26,-268,-100,-143,-121,-268,-93,-119,-95,-63,8,-5,0,3173,2846,2695,2740,2709,8.9065757059,9.1870424422,9.2728985052,14.544248626,13.493468587,13.040013523,-5.63767292,-4.306426145,-3.767115018,0.3316278188,1.1483803053,1.2557050059,-4.737540269,-6.842432652,-5.843857912,-4.40591245,-5.694052347,-4.588152906
050,4,8,08,077,Colorado,Mesa County,155706,156011,157439,158531,159681,305,1428,1092,1150,395,1525,1445,1454,425,1903,2004,1780,-30,-378,-559,-326,1,30,55,68,334,1769,1561,1405,335,1799,1616,1473,0,7,35,3,3956,3951,3887,4132,4128,9.7304195246,9.146437953,9.1385617136,12.142287446,12.684748552,11.187510213,-2.411867922,-3.538310599,-2.0489485,0.191418089,0.3481343165,0.4273880306,11.287286649,9.8806848751,8.8305909268,11.478704738,10.228819192,9.2579789574
050,4,8,08,079,Colorado,Mineral County,868,874,929,931,944,6,55,2,13,1,4,9,7,2,7,10,11,-1,-3,-1,-4,0,0,0,0,8,62,3,19,8,62,3,19,-1,-4,0,-2,0,0,0,0,0,4.4370493622,9.6774193548,7.4666666667,7.7648363838,10.752688172,11.733333333,-3.327787022,-1.075268817,-4.266666667,0,0,0,68.774265114,3.2258064516,20.266666667,68.774265114,3.2258064516,20.266666667
050,4,8,08,081,Colorado,Moffat County,13295,13269,13165,13205,13327,-26,-104,40,122,31,148,132,135,33,159,137,113,-2,-11,-5,22,1,0,-2,-3,-25,-97,53,105,-24,-97,51,102,0,4,-6,-2,120,120,114,113,116,11.197699932,10.011376564,10.176390773,12.029961413,10.390595374,8.5180159807,-0.832261481,-0.379218809,1.6583747927,0,-0.151687524,-0.226142017,-7.339033063,4.0197193781,7.9149706015,-7.339033063,3.8680318544,7.6888285844
050,4,8,08,083,Colorado,Montezuma County,25849,25887,26234,26467,26531,38,347,233,64,62,261,243,240,57,352,379,357,5,-91,-136,-117,0,16,51,57,31,432,313,124,31,448,364,181,2,-10,5,0,262,262,260,259,262,10.015157038,9.2218363978,9.0569455451,13.507031715,14.383028785,13.472206498,-3.491874676,-5.161192387,-4.415260953,0.613955987,1.9354471452,2.151024567,16.57681165,11.878332479,4.679421865,17.190767637,13.813779625,6.8304464319
050,4,8,08,085,Colorado,Montrose County,42677,42818,43236,43807,44156,141,418,571,349,95,381,397,395,120,532,597,542,-25,-151,-200,-147,1,24,68,72,176,552,682,424,177,576,750,496,-11,-7,21,0,684,684,689,686,684,8.8549050596,9.1219282424,8.9810488501,12.364329375,13.717358087,12.323363232,-3.509424315,-4.595429845,-3.342314382,0.5577892951,1.5624461473,1.6370519423,12.829153787,15.670415772,9.6404169935,13.386943082,17.232861919,11.277468936
050,4,8,08,087,Colorado,Morgan County,29108,29076,29006,29266,29524,-32,-70,260,258,119,382,407,407,103,310,320,303,16,72,87,104,2,94,198,218,-51,-245,-9,-64,-49,-151,189,154,1,9,-16,0,471,471,414,414,408,13.153817017,13.968973092,13.845892159,10.674563548,10.982976387,10.307875489,2.4792534692,2.9859967051,3.5380166695,3.2368031404,6.7957166392,7.4162272495,-8.436348611,-0.308896211,-2.177241027,-5.19954547,6.4868204283,5.2389862221
050,4,8,08,089,Colorado,Otero County,18687,18664,18527,18311,18136,-23,-137,-216,-175,32,206,203,203,56,322,285,279,-24,-116,-82,-76,0,2,-2,-2,-4,-32,-132,-98,-4,-30,-134,-100,5,9,0,1,405,405,356,338,307,11.077948966,11.02122808,11.139462782,17.316017316,15.473152723,15.30990205,-6.23806835,-4.451924643,-4.170439268,0.1075529026,-0.108583528,-0.109748402,-1.720846441,-7.16651284,-5.377671688,-1.613293539,-7.275096368,-5.487420089
050,4,8,08,091,Colorado,Ouray County,4880,4882,5063,5103,5176,2,181,40,73,10,39,32,32,9,31,39,40,1,8,-7,-8,0,1,9,10,2,182,37,71,2,183,46,81,-1,-10,1,0,0,0,0,0,0,7.8431372549,6.2954947865,6.2262866038,6.2342885872,7.6726342711,7.7828582547,1.6088486677,-1.377139485,-1.556571651,0.2011060835,1.7706079087,1.9457145637,36.60130719,7.2791658469,13.814573402,36.802413273,9.0497737557,15.760287966
050,4,8,08,093,Colorado,Park County,17392,17418,17744,17921,18117,26,326,177,196,41,127,138,138,31,127,131,132,10,0,7,6,0,2,11,11,18,351,143,177,18,353,154,188,-2,-27,16,2,25,25,25,25,25,7.2237074114,7.7386793775,7.6585826072,7.2237074114,7.34613767,7.3256007548,0,0.3925417076,0.3329818525,0.1137591718,0.6168512547,0.6104667296,19.964734657,8.0190663115,9.8229646484,20.078493829,8.6359175662,10.433431378
050,4,8,08,095,Colorado,Phillips County,4533,4527,4502,4448,4476,-6,-25,-54,28,12,58,50,51,15,80,72,70,-3,-22,-22,-19,0,10,35,36,-4,-15,-67,13,-4,-5,-32,49,1,2,0,-2,69,69,60,60,60,12.847491417,11.173184358,11.429852084,17.720677816,16.089385475,15.688032273,-4.873186399,-4.916201117,-4.258180188,2.215084727,7.8212290503,8.068130883,-3.32262709,-14.97206704,2.9134917078,-1.107542363,-7.150837989,10.981622591
050,4,8,08,097,Colorado,Pitkin County,17358,17355,17337,16847,16640,-3,-18,-490,-207,38,127,128,130,16,82,69,68,22,45,59,62,1,18,25,29,-27,-90,-600,-299,-26,-72,-575,-270,1,9,26,1,49,49,49,49,49,7.3215726969,7.4888836883,7.7642070057,4.7273146547,4.0369763632,4.0612775107,2.5942580422,3.4519073251,3.702929495,1.0377032169,1.4626725954,1.732015409,-5.188516084,-35.10414229,-17.85767611,-4.150812868,-33.64146969,-16.1256607
050,4,8,08,099,Colorado,Prowers County,12001,12017,11990,11873,11751,16,-27,-117,-122,50,147,145,142,33,179,157,135,17,-32,-12,7,0,12,22,22,-2,-15,-129,-151,-2,-3,-107,-129,1,8,2,0,363,363,345,323,336,12.246428125,12.152705025,12.021672875,14.912317241,13.15844613,11.429055198,-2.665889116,-1.005741105,0.5926176769,0.9997084184,1.8438586934,1.862512699,-1.249635523,-10.81171688,-12.78360989,-0.249927105,-8.967858191,-10.92109719
050,4,8,08,101,Colorado,Pueblo County,168165,168337,169316,169472,169422,172,979,156,-50,396,1695,1692,1646,518,2370,2517,2232,-122,-675,-825,-586,0,27,44,47,250,1596,953,485,250,1623,997,532,44,31,-16,4,3580,3344,3168,3432,3535,10.039893026,9.9885474102,9.7139518552,14.038080515,14.858849782,13.172260353,-3.998187488,-4.870302372,-3.458308498,0.1599274995,0.2597494598,0.2773728659,9.4534921946,5.6259371642,2.8622519136,9.6134196942,5.8856866241,3.1396247794
050,4,8,08,103,Colorado,Rio Blanco County,6526,6520,6442,6549,6569,-6,-78,107,20,13,57,60,58,16,66,71,70,-3,-9,-11,-12,0,7,7,7,-5,-74,108,27,-5,-67,115,34,2,-2,3,-2,216,216,190,210,210,8.7949390526,9.2371641906,8.8428114042,10.18361364,10.930644292,10.672358591,-1.388674587,-1.693480102,-1.829547187,1.0800802345,1.0776691556,1.0672358591,-11.41799105,16.626895543,4.1164811709,-10.33791082,17.704564699,5.18371703
050,4,8,08,105,Colorado,Rio Grande County,11541,11541,11406,11337,11188,0,-135,-69,-149,28,122,124,121,40,166,179,168,-12,-44,-55,-47,0,1,-2,-2,11,-97,-11,-97,11,-96,-13,-99,1,5,-1,-3,134,134,131,115,128,10.633198239,10.904454118,10.743618202,14.468122195,15.741107154,14.916759156,-3.834923955,-4.836653036,-4.173140954,0.0871573626,-0.175878292,-0.177580466,-8.454264174,-0.967330607,-8.612652608,-8.367106811,-1.143208899,-8.790233074
050,4,8,08,107,Colorado,Routt County,24825,24832,25058,25072,25064,7,226,14,-8,61,181,203,206,42,119,137,137,19,62,66,69,0,10,22,26,-19,144,-58,-103,-19,154,-36,-77,7,10,-16,0,350,350,290,346,359,7.2559631189,8.0989427489,8.2176479974,4.7704950892,5.4657889487,5.4651348333,2.4854680297,2.6331538001,2.7525131642,0.4008819403,0.8777179334,1.0371788735,5.7726999399,-2.313983643,-4.108823999,6.1735818801,-1.436265709,-3.071645125
050,4,8,08,109,Colorado,Saguache County,6368,6389,6511,6627,6688,21,122,116,61,8,65,60,61,14,68,73,76,-6,-3,-13,-15,0,0,1,2,34,130,122,73,34,130,123,75,-7,-5,6,1,13,13,13,13,13,10.07751938,9.1338103212,9.162598573,10.542635659,11.112802557,11.415696583,-0.465116279,-1.978992236,-2.25309801,0,0.152230172,0.300413068,20.15503876,18.572080986,10.965076981,20.15503876,18.724311158,11.265490049
050,4,8,08,111,Colorado,San Juan County,704,711,741,806,802,7,30,65,-4,1,5,8,6,2,7,7,7,-1,-2,1,-1,0,0,0,0,9,35,59,-4,9,35,59,-4,-1,-3,5,1,0,0,0,0,0,6.8870523416,10.342598578,7.4626865672,9.6418732782,9.0497737557,8.7064676617,-2.754820937,1.2928248222,-1.243781095,0,0,0,48.209366391,76.276664512,-4.975124378,48.209366391,76.276664512,-4.975124378
050,4,8,08,113,Colorado,San Miguel County,8070,8054,8080,8008,7868,-16,26,-72,-140,13,55,49,48,8,25,30,35,5,30,19,13,0,4,13,15,-20,-10,-102,-169,-20,-6,-89,-154,-1,2,-2,1,5,5,5,5,5,6.8179000868,6.0914967678,6.0468631897,3.099045494,3.729487817,4.4091710758,3.7188545928,2.3620089508,1.6376921139,0.495847279,1.6161113874,1.8896447468,-1.239618198,-12.68025858,-21.28999748,-0.743770919,-11.06414719,-19.40035273
050,4,8,08,115,Colorado,Sedgwick County,2401,2389,2326,2286,2299,-12,-63,-40,13,6,15,15,14,16,46,49,40,-10,-31,-34,-26,0,0,0,0,-1,-32,-8,40,-1,-32,-8,40,-1,0,2,-1,35,35,34,29,27,6.3626723224,6.5047701648,6.106870229,19.512195122,21.248915872,17.448200654,-13.1495228,-14.74414571,-11.34133043,0,0,0,-13.57370095,-3.469210755,17.448200654,-13.57370095,-3.469210755,17.448200654
050,4,8,08,117,Colorado,Summit County,31055,31001,30998,30636,30465,-54,-3,-362,-171,64,251,258,262,24,73,89,89,40,178,169,173,1,13,82,84,-95,-213,-619,-423,-94,-200,-537,-339,0,19,6,-5,578,578,580,579,579,8.0969047888,8.3720024662,8.5759643868,2.3548766916,2.8880163546,2.9132092764,5.7420280972,5.4839861116,5.6627551104,0.4193616026,2.6608690009,2.7495458339,-6.871078566,-20.08631599,-13.84592724,-6.451716963,-17.42544699,-11.0963814
050,4,8,08,119,Colorado,Teller County,24707,24744,24945,24860,24617,37,201,-85,-243,44,167,181,179,57,241,262,243,-13,-74,-81,-64,0,5,9,9,55,282,-8,-184,55,287,1,-175,-5,-12,-5,-4,164,164,164,164,115,6.7218096561,7.2683465516,7.2356852679,9.7003360905,10.521032025,9.8227459223,-2.978526434,-3.252685473,-2.587060654,0.2012517861,0.361409497,0.3638054045,11.350600737,-0.321252886,-7.437799382,11.551852523,0.0401566108,-7.073993977
050,4,8,08,121,Colorado,Washington County,4817,4813,4868,4847,4855,-4,55,-21,8,7,49,53,52,16,70,68,66,-9,-21,-15,-14,0,1,5,7,3,75,-9,15,3,76,-4,22,2,0,-2,0,169,169,169,169,169,10.122921186,10.910962429,10.719439291,14.46131598,13.998970664,13.605442177,-4.338394794,-3.088008235,-2.886002886,0.2065902283,1.0293360782,1.443001443,15.494267121,-1.852804941,3.0921459493,15.700857349,-0.823468863,4.5351473923
050,4,8,08,123,Colorado,Weld County,328987,331458,339897,350266,359442,2471,8439,10369,9176,1126,4429,4649,4658,593,2263,2566,2286,533,2166,2083,2372,9,179,480,527,2057,6209,7480,6254,2066,6388,7960,6781,-128,-115,326,23,5202,5194,4488,4459,4304,13.194211706,13.47217976,13.126525275,6.7415897699,7.435924557,6.442086041,6.4526219362,6.0362552035,6.6844392342,0.5332499199,1.390975755,1.4851178231,18.496920407,21.676038849,17.62414965,19.030170327,23.067014604,19.109267473
050,4,8,08,125,Colorado,Yuma County,9981,9971,9925,9895,9862,-10,-46,-30,-33,25,132,133,134,28,123,104,102,-3,9,29,32,1,40,109,111,-10,-96,-173,-176,-9,-56,-64,-65,2,1,5,0,214,214,177,150,147,13.268998794,13.420787084,13.564812472,12.364294331,10.49445005,10.325454269,0.9047044632,2.9263370333,3.2393582022,4.0209087254,10.998990918,11.236523764,-9.650180941,-17.45711403,-17.81647011,-5.629272216,-6.458123108,-6.579946348
040,1,1,09,000,Connecticut,Connecticut,3605912,3577586,3603691,3608706,3617176,-28326,26105,5015,8470,8465,33942,35572,34957,11938,34571,34833,32842,-3473,-629,739,2115,410,6217,15562,15264,-21420,19032,-10081,-9016,-21010,25249,5481,6248,-3843,1485,-1205,107,107997,86236,98801,103248,103382,9.4529148507,9.8641270024,9.6754970535,9.628092608,9.6592020656,9.0901013883,-0.175177757,0.2049249369,0.5853956652,1.7314469279,4.3153475883,4.2248129709,5.3004500453,-2.795464531,-2.495473909,7.0318969732,1.5198830569,1.729339062
050,1,1,09,110,Connecticut,Capitol Planning Region,976275,962436,970142,972068,975328,-13839,7706,1926,3260,2313,9219,9541,9391,3372,9494,9687,9135,-1059,-275,-146,256,137,1697,4448,4344,-10649,5949,-1900,-1356,-10512,7646,2548,2988,-2268,335,-476,16,36374,24447,31086,33597,33794,9.5406239748,9.8248902024,9.6446742214,9.8252179213,9.9752343979,9.3817590259,-0.284593947,-0.150344196,0.2629151955,1.7562033719,4.5803491898,4.4613422232,6.1565432288,-1.956534051,-1.392628926,7.9127466007,2.6238151384,3.0687132971
050,1,1,09,120,Connecticut,Greater Bridgeport Planning Region,325774,324387,326752,327125,327651,-1387,2365,373,526,820,3246,3429,3374,1004,2551,2568,2400,-184,695,861,974,37,902,2117,2075,-1135,552,-2603,-2558,-1098,1454,-486,-483,-105,216,-2,35,9813,9202,10202,10550,10471,9.970221412,10.488211086,10.305814508,7.8355005613,7.8546882671,7.3307512798,2.1347208507,2.6335228185,2.9750632277,2.7705297947,6.4752239336,6.3380453774,1.6954905174,-7.96174204,-7.813359072,4.4660203121,-1.486518107,-1.475313695
050,1,1,09,130,Connecticut,Lower Connecticut River Valley Planning Region,174225,173268,175430,175982,176215,-957,2162,552,233,351,1355,1442,1432,559,1780,1800,1723,-208,-425,-358,-291,3,130,383,368,-653,2485,620,162,-650,2615,1003,530,-99,-28,-93,-6,6493,5826,6548,6521,6535,7.7717681203,8.2068910567,8.1318125935,10.209407568,10.244385508,9.7842968566,-2.437639447,-2.037494451,-1.652484263,0.7456308898,2.179777583,2.0897395492,14.253021239,3.5286216748,0.9199396928,14.998652129,5.7083992579,3.009679242
050,1,1,09,140,Connecticut,Naugatuck Valley Planning Region,450435,449285,452281,453590,456128,-1150,2996,1309,2538,1047,4287,4447,4388,1524,4490,4503,4215,-477,-203,-56,173,22,516,1428,1370,-674,2450,196,1016,-652,2966,1624,2386,-21,233,-259,-21,6973,6252,6644,6851,6855,9.5101190595,9.818174994,9.646945537,9.9604466007,9.9418129071,9.2666078939,-0.450327541,-0.123637913,0.3803376431,1.1446749323,3.1527667847,3.0119223759,5.4349875661,0.4327326959,2.2336592219,6.5796624984,3.5854994806,5.2455815978
050,1,1,09,150,Connecticut,Northeastern Connecticut Planning Region,95336,95222,95605,96148,96692,-114,383,543,544,211,789,888,827,266,1065,1057,1015,-55,-276,-169,-188,0,27,102,97,-66,594,640,631,-66,621,742,728,7,38,-30,4,1764,1657,1591,1672,1732,8.2692700718,9.2619150678,8.5770587015,11.161942492,11.024599354,10.526861647,-2.892672421,-1.762684287,-1.949802945,0.2829788238,1.0638686227,1.0060153495,6.2255341225,6.6752541029,6.544285418,6.5085129463,7.7391227256,7.5503007675
050,1,1,09,160,Connecticut,Northwest Hills Planning Region,112465,112202,112953,113277,113463,-263,751,324,186,219,874,935,921,402,1220,1233,1192,-183,-346,-298,-271,0,70,224,214,-89,995,480,249,-89,1065,704,463,9,32,-82,-6,2352,2282,2357,2366,2365,7.763540672,8.2659240596,8.1238422863,10.83697897,10.900411086,10.514245391,-3.073438298,-2.634487026,-2.390403105,0.6217938753,1.9802855501,1.887624592,8.8383557993,4.2434690359,2.1963482403,9.4601496747,6.223754586,4.0839728323
050,1,1,09,170,Connecticut,South Central Connecticut Planning Region,570455,564076,568450,568402,568158,-6379,4374,-48,-244,1345,5574,5745,5674,2025,5871,5829,5462,-680,-297,-84,212,70,1001,2235,2246,-4809,3509,-1976,-2722,-4739,4510,259,-476,-960,161,-223,20,23587,18400,21893,22530,22486,9.843482622,10.106856477,9.9845146759,10.367973892,10.254632969,9.6114591399,-0.52449127,-0.147776492,0.373055536,1.7677298358,3.9319102223,3.9522770465,6.1967672265,-3.47626604,-4.789892307,7.9644970623,0.4556441824,-0.83761526
